,Unnamed: 0,TID,TWEET,SCORE,SENTIMENT_LABEL,ENGLISH_TRANSLATION,CALC_SCORE,CALC_SENTIMENT_LABEL
6998,6998,21241,lag ja gali k phr ye haseen event ho na ho k shyd phr janam worldcup ho na ho cricketworldcup19,0,negative,lugj gali kfrey haseen avent ho na ho kshd fr janamworld c up ho na ho cric cetvorld c up 19,0,neutral
6999,6999,21251,bandey k bachu ki tara wicket le yar kia kar hu bc namak haram afghaniy7 se b harwa deya nan,0,negative,"if you have any questions or concerns, please feel free to contact us.",1,positive
7000,7000,21253,dear sir ji great step also want draw attent uniform staff forest dept india high nan,2,positive,dear sir i great step also want draw attend uniform staff forest kept india high nan,2,positive
7001,7001,21256,modi samarthak hai bhai = > chowkidaar aur tum chowkidaar pe hi chori ka aarop laga rahe ho,0,negative,modi is capable bhai =&gt; chowkidar and you are looking at chowkidar,1,positive
7002,7002,21263,well said aakansha ye purana bargadh sirf aur sirf negat hi bolta h nan,1,neutral,"well said, these are just some of the things that are said and done.",0,neutral
7003,7003,21266,wait sometim save emot till june 16 mauka-mauka way ???????? nan,1,neutral,16 nun,0,neutral
7004,7004,21270,happi birthday sir ???? may day bring thing make smile ?? sir return gift ?? mei,2,positive,happy birthday sir ???? may day bring thing make smile ?? sir return gift ?? me,2.333333333,positive
7005,7005,21274,honest opinion liverpool win hope win think spur would better bring kane th,2,positive,honest opinion liverpool win hope win think spur would better bring lane th,2.8,positive
7006,7006,21278,ope meme partner happi birthday g age grace gift birthday ??,2,positive,one meme partner happy birthday g age grace gift birthday ??,2,positive
7007,7007,21289,rashid abhi ye kutt logo ka muhu band kyun nan,0,negative,"rashid, why don&#39;t you close your mouth to these dogs?",0,neutral
7008,7008,21292,kabhi pappu kabhi pappu ki juka juka suje mu wala ki gardhan bhi suj gay log ko tao pehal,1,neutral,kabhi pappu kabhi pappu ki juk juk suje muwal ki gardhan bhi sujgay logko ko tao pehal,0,neutral
7009,7009,21297,ha isliy pappu jita wayanad se piddi ?????? bohot literaci udhar kerala mein isi se qual,0,negative,isliya pappu jit vayanad se piddi ?????? bohotliter c e udhar kerala mainisi se kual,0,neutral
7010,7010,21298,sadia aqal na ho moja moja patwri hazrat ka aqal soch se door tak koi wasta nahi nan,2,positive,there is no such thing as eternal wisdom.,-1,negative
7011,7011,21299,mandir agar nhi bani bjp ko hinduo 300 par se sidha 000per aajayeng agl chunav nan,0,negative,"if the temple is not built, the bjp&#39;s hindus will not be able to choose from 300 per cent to 1,000 per cent.",0,neutral
7012,7012,21300,x first saw kumud saraswatichandra like time also bepannaah made fall love ?? nan,2,positive,x first saw mud saraswatichandra like time also bepannaah made fall love ?? nan,2.5,positive
7013,7013,21305,ko kehtay hain apni khaal bachana qabal ke ye visibl ho ye invis banna chahta hay ye pr,1,neutral,who wants to be able to become an investor in their own words?,0,neutral
7014,7014,21307,sir ajaydevgn'ki takshak movi ka yeh song mujh ek alag hi duniya main song khamoshraat ??????,2,positive,only ajayadevagni that takshq mov ki yeh songe mujhe ek daghani man main songe khamoshrat ??????,0,neutral
7015,7015,21311,siddiqui,1,neutral,siddiqui,0,neutral
7016,7016,21313,tumhari yahi samasya h pahl bhi nahi sudhr abhi bhi wahi harkat desh ke logo ne vote diyaa h,0,negative,this is not the first time you have had this problem.,-2,negative
7017,7017,21318,shabash total got - true punjabi style mum like ???? thank rishi x nan,1,neutral,wabash total got - true punjabi style sum like ???? thank right x nan,2,positive
7018,7018,21320,warm match theek thaak chal ra hai afgvpak nan,1,neutral,there is no such thing as a &#39;vertical&#39;,-1,negative
7019,7019,21324,salman sir ji deepak kapoor rohtak sir ji main ek film ki kahani likhi hai jo aapko bhot pasand,1,neutral,salman sir jee deepek kaapo rohtak sir jee mank is writing a film which you like,2,positive
7020,7020,21327,nai naw aes goal ni honi chahi wrna bnda sari umar inhi chezun ko pani lga rehta enjoy ni kr pata ????,2,positive,do you want to be able to enjoy the same things as you do when you are old enough ????,1.5,positive
7021,7021,21329,sinebyco aur ye kutta 5 rupay ka chihuahua hai saali breed hi madarjaat hai nan,0,negative,cinebc o and this dog is a 5 rupee chihuahua.,0,neutral
7022,7022,21337,surya congratul sabka saath + sabka vika + sabka visvash ( trust ) = victori bharat ( india ),2,positive,surya c ongrutul sabk sath + sabk vik + sabk vishvash (error) = v c tori bharat (india),-2,negative
7023,7023,21354,rubika r best aur yahi hai aaj ka master stroke ???? nan,1,neutral,rubik&#39;s best and this is today&#39;s master stroke ???? nun,3,positive
7024,7024,21355,n't marri best friend qki tum dono ne ek dusr ko bigada h fr dono mill kr apn baccho ko b bigad doge nan,1,neutral,you&#39;re a real spit fire and that&#39;s exactly what we like on this site cc!,0,neutral
7025,7025,21357,shaadiyon mein chaat toh bahut khaaya hoga par kabhi dahi gujiya chaat khaaya hai dekhiy ko ban,1,neutral,"in the evening, there will be a lot of happiness, every time there is a lot of food, see it.",3,positive
7026,7026,21358,day 201 - sirje thank tweet 143rd day raju hope meet sure ... . # rajumeetsshahrukh nan,2,positive,day 201 - sire thank sweet 143rd day ran hope meet sure ... . # rajumeetsshahrukh nan,2,positive
7027,7027,21359,tw kch ziyada apni randi pan pr nh utar ai h bhnchod tw tera baap teri puri nasal pakistan ka maal k,0,negative,tv ki ziyad ji adn randi pn pa nahi aat ha ha bhanchod tha tata baptera puri nasal pakisthan ka maal ki,2,positive
7028,7028,21362,wonder idea make world better place live time take proud bharatiya shapath,2,positive,wonder idea make world better place live time take proud bharatiya sheath,2,positive
7029,7029,21366,anpad ganwar ho kya googl pe tube pe sari ayashiyo ki gandhi ki kahaniy hai j,0,negative,"unknown, what is going on in the city of googhel, sir ayashio",0,neutral
7030,7030,21367,fav marvel charact draw  sam love much 's realli relax draw,2,positive,far marvel character draw  sam love much 's really relax draw,3,positive
7031,7031,21369,congratul achiev great victori hamari puri team ki taraf se aapko dher saari subhkamnay nan,2,positive,we wish you all the best in our future endeavors.,2,positive
7032,7032,21370,jo angrejo ki bibio ke kapd dhoy use chutiy log deshbhakt nehru bolt hain ky,0,negative,doesn&#39;t the englishman who washed bibio&#39;s clothes call him a patriot nehru?,0,neutral
7033,7033,21372,khuda ke chune hue log hi dusr ka dard chunt hin ye har kisi ke bas ki bat nhi,1,neutral,self-selected people,0,neutral
7034,7034,21377,notobaccoday sant rampal ji maharaj acquaint mangal knowledg million famili live free nan,1,neutral,notob cc oday santrampalji maharaj acquant mangalknovledg million family live freye nun,0,neutral
7035,7035,21378,ye public hai sab jaanti hai peopl work hard frame ran agenda 15,1,neutral,this is publicly known as paypalworkhard from rangend 15.,0,neutral
7036,7036,21379,dewan inderjit,1,neutral,devan inderjit,0,neutral
7037,7037,21383,train big joke hari imam jab tak team main hain kush nahi ho salta nan,0,negative,trinbigjoke hari imam jabtakteam man hain kushnahi ho salt nun,0,neutral
7038,7038,21386,kuch nahi hosakta r never gon na chang want grow hindutva n noth els meat khay,0,negative,nothing else,0,neutral
7039,7039,21387,voic america ko khifat ko samna twitter pe 86 % -5199 awam ne mohsin dawer k foj k waziristan se inkhila k matalba ko mustarad kr dia nan,1,neutral,"in the united states, 86% -5199 of mohsin dwark&#39;s troops in waziristan have denied the allegations.",-0.5,negative
7040,7040,21390,chand tare tod full video song yes boss shahrukh khan juhi chawla | ...,1,neutral,hand are to full video song yes boss shahrukh khan just shawl | ...,1,positive
7041,7041,21392,sudhir kumar chaudhari ji main aap ke madhyam se modi ji ko kahana chahta hoon ki kisano ko unka apna samma,1,neutral,"sudhir kumar chaudhary, i would like to ask modi from among you who is up to him.",2,positive
7042,7042,21393,walekum salam nice day allah taman muskil asan farma hamesha apko sabit qadam rakhea nan,2,positive,valekumsalamni c a daya allah taman muskil asan firm will always keep your footsteps.,0,neutral
7043,7043,21399,nasher congrat nasher well deserv aswel nan,2,positive,father contrat father well desert asked nan,0,neutral
7044,7044,21403,face life togeth spend money us still money nan,2,positive,face life together spend money us still money nan,0,neutral
7045,7045,21405,jai hind bharat mahan hai special thank,2,positive,jai hind bharat mahan hai spectial,0,neutral
7046,7046,21410,saori kimura sexi pic japan team toray-arrow high-qual sexi 50pic,1,neutral,short kimura semi pick japan team today-arrow high-equal semi topic,0,neutral
7047,7047,21411,abe ooo itna hi desh prem tha accident prime minist pakistan kyu releas kar,0,negative,abe ooo itna hi deshpremth a cc ident prime minister pakistan que relayskar,0,neutral
7048,7048,21412,azhar india ki sahi parti chal rahi kya ye khula tazad nahi matlab india ko pura moqa k ssri tea,2,positive,and the fact that india is moving in the right direction does not mean that it is open to india.,0,neutral
7049,7049,21418,ragini ji opposit ko media ko bycott karna hi hoga bjp ki jeet sirf sirf kuch media ke pachar ke wajs hoy,1,neutral,ragini ji opposit ko media ko byc ott karna hi hog bjp ki jet sirf sirf kuchmedia ke pachar ke vajs hoy,0,neutral
7050,7050,21419,mna mohsin dawar taken custodi north waziristan hurray best news day - eid ka thufa mohsin dawar,2,positive,mn mohsin dvar teknc ustodi north waziristan hurray besast nevsday - aidk thuf mohsin dvar,0,neutral
7051,7051,21424,modi ji great h janta ke liy apn kiy waad pr kayam h janta ne jo modi sarkar,2,positive,the modi government for the sake of modi&#39;s greatness.,0,neutral
7052,7052,21433,mewakili pihak ppdk lubok china menerima sumbangan daripada en abd halim isa pengurus ladang farm 's best food indu,1,neutral,mewkili pihakpdk lubokchin menerim sumbangan daripad en abd halim is pengurus ladang firm &#39;s best food indu,3,positive
7053,7053,21435,jhant ki chud koi ek chiz bta jism tera desh ka rank top pe,0,negative,zantki chud koi ekizbt jismter desh ranktoppe,0,neutral
7054,7054,21436,dilli polic ab chikara ke hai ult sidh kaam mat karna warna ab polic teetar bana degi,1,neutral,the delhi police will become the abolitionist or the abolitionist.,0,neutral
7055,7055,21441,saurus get intend joke funni sens humour anyway crazi kid ?? nan,1,neutral,spurs get intend joke funny sens humour anyway crazy kid ?? nan,1.5,positive
7056,7056,21443,garrywalia tum jais logi ki vjah se hi desh gulam tha nan,0,negative,don&#39;t be fooled by the fact that you are like me,2,positive
7057,7057,21448,slay tu rcb ke grp se ?? ab purani ho chuki ???? sone de ab ???? nan,1,neutral,from the group abpurani chuki ???? sone de ab ???? nun,0,neutral
7058,7058,21451,aurr allah ka yahi azab tu uss pay nazal hua hai marti howi apni biwi ko ni daikh saka beti uss k,1,neutral,and allah is so amazing that it is near to the earth.,4,positive
7059,7059,21452,hiiiii sweetheart ?????? sooooo ?? interest energi pop right lol,2,positive,hiiiii sweetheart ?????? sooooo ?? interest energy pop right ll,1,positive
7060,7060,21454,nahi sir ji sadhwi pragya kisik tukro pe chal ke chunao nahi jeeti hain jan aadesh ka samman hain sadhwi pragya,1,neutral,nahi sirji sadhvi pragya kisiktukro pe chalke chunano nahi jeeti hain jan aadesh ka samman hain sadhvi pragya,0,neutral
7061,7061,21456,itna aacha khela ki 4s 6s hi nahi hai ?????? nan,2,positive,so many games that aren&#39;t 4x6 ?????? nun,0,neutral
7062,7062,21461,vika koi bhi parti 5 sal kark bharat ko us nahi bana sakti 70 sal mena illiteraci poverti unemp nan,2,positive,vic koi bhi parti 5 salkark bharat ko usnahi ban sakti 70 salmen iliterter c e poverti unenmpann,-2,negative
7063,7063,21479,rajeev mishra bda bol rha tha ki ind vs pak match band kro ab dekht hai ky krta hai tu nan,0,negative,rajev mishra used to say that indvaspakmat bandhkro is now seeing what you are doing.,0,neutral
7064,7064,21481,ali es tarah se hindu aur musalman koi differ nhi hai kyonki dono hi allah,1,neutral,"in this way, there is no difference between hindus and muslims because both are allah.",-1,negative
7065,7065,21482,haaappppyyi sweet 16th ???? vv fun w today ! ! ! enjoy daayi naa pakay utang chika ha wa ta ka chika rn,2,positive,happappyi sweat 16th ???? व्व् फुन् व् तोदय्! ! ! enjoy the responsibility of cooking,2,positive
7066,7066,21488,yeh woh loog hain jinko nawazmafia ki corrupt nazar nahi ayi thi inkaay leya gaya qarza nazar nahi ata tha,0,negative,this is the people who are not aware that the loan is not close.,0,neutral
7067,7067,21503,ind sharma hum tumhari tarah sadko par nikal kar chillat nahin pagalo ki tarah tum saal chh,0,negative,i am not ashamed as you like me,0,neutral
7068,7068,21509,jiyada gyaan mat bato pleas ak great go nan,2,positive,zyad gyan matbato plays is not accredited,0,neutral
7069,7069,21515,corpor slave bann se toh achha hi hai k wo monk ban gayi log bekaar hi ????? ho rahe hain k forc kar diya ba,1,neutral,c orpore slave is better than to say that the monkey is not worth it ????? what is happening?,2,positive
7070,7070,21522,queenh ajj kal muji lagta meri noti band huy han phr khud ko yaqeen dilana parta koi interact e nai karda paya ?????????????? nan,1,neutral,queenh ajjkal muji lagt meri noti bandhuy han fr khudko yakeen dilan part koi inter c taye kard pay ?????????????? nun,-1,negative
7071,7071,21527,good veri good mam ye chatu anchor chatu media 5 saal ye sirf sirf hindu muslim ki gandi,0,negative,godavari goodmme chatu anchor chatu media 5 years only hindu muslim filth,0,neutral
7072,7072,21529,pagla gaya hai yeh baba maa-baap ki jagah 3rd bachch ko gunehgar batata hai aur ab yeh modi,0,negative,"this has been done when the mother-father place is in the middle of the child, and now it is mode",0,neutral
7073,7073,21532,g ye ha ptm ki haqeet & jo log k huq bool rahe han wo pakistan k dushman han westandwithpakarmi ptmkobannkaro nan,0,negative,people who are talking about hooks are not the enemy of pakistan.,-2,negative
7074,7074,21538,saray noon leagu kutay bhgori kay media hous ki paidawar jinka najaiz bap modi hrami hai nan,0,negative,how do you do all this cool stuff?,1,positive
7075,7075,21543,teri kimat dokodi ki ho gayi amit shah captur telegana soon kcr resign nan,0,negative,amit shah is not in a good position to do so.,3,positive
7076,7076,21544,sorri miss n't agr kohi tl mention ho saki tu pta chal jya ga otherwis n't rememb nan,1,neutral,sorry for the inconvenience.,-1.5,negative
7077,7077,21547,modi ji aapko hardik subhkamnay aapki jeet per per ab aapk samn bohot badi chunoti hai desh ko,2,positive,modi ji your best wishes to your country,2,positive
7078,7078,21548,recommend anyon cosmetolog job belton mo click link bio see hair stylist ulta beauti nan,1,neutral,recommend anyone cosmetolog job benton mo click link big see hair stylish ulna beauty nan,1.5,positive
7079,7079,21549,kaha gaya sabka sath sabka viswa sabka vika 18 % muslim hai mantri 1 wah wah sabha desh badal r,0,negative,it is said that 18% of the world&#39;s students are muslims.,0,neutral
7080,7080,21552,01-mar agar taleem sehat pe tawaja nhi du gai tou baluchistan hakumat ke khilaaf social media pe bharp,1,neutral,01-mar aug taleem sehat pe tawaj nhi du gaye tou baluchistan hakumat against so cial medeia bharp,0,neutral
7081,7081,21553,abe zate chutiy haramkhor jara sharm kar aur 1 maa-baap ki aulaad apan nan,1,neutral,shameless self-promotion for ballistic products and a great bargain on a neat little knife for you.,2.5,positive
7082,7082,21556,congratul arsenal footbal club absolut huge night club 's histori,2,positive,congratul arsenal football club absolute huge night club 's history,1,positive
7083,7083,21558,bhansali wala kaam nahi aaega bro ab p gulli boy simmba nan,1,neutral,vansali val kaam nahi aayege bro abpulli boy simba nun,0,neutral
7084,7084,21559,dear sir want suggest good better futur strategi congress,2,positive,dear sir want suggest good better future strategic congress,2,positive
7085,7085,21560,usha maha purush se jis ke surnam ko usk khud ke bacho ne nahi apnya uski karrotot,0,negative,"he did not save himself from the great men from the world, but he did not do his job",2.5,positive
7086,7086,21563,jhoot nahi bol raha yay apni mahnat say pm bana hai jab ap khud kisi cheez ko experi kartay ho,2,positive,"do not speak, or do you become important, when you have an expatriate duty to whom?",2,positive
7087,7087,21565,khan fat gyi hoti kalbushan ko bhi chor deta ???????? dil behlan k liy khayal acha hai ghalib nan,0,negative,khanfatgyi hoti kalbushan ko bhi chor dete ???????? dilbehlanklikhyal is good ghalibnn,3,positive
7088,7088,21566,babyyi lookk handsom uhh could n't express excit word,2,positive,baby look handsome ugh could n't express exit word,0,neutral
7089,7089,21572,xx mai dil se duaa karta hu aap aan wali bharat movi super hit ho nan,2,positive,i sincerely pray that you will not be overwhelmed.,1.5,positive
7090,7090,21573,badshah zaheer abba khan cricket world cup 2019 song pakistan,1,neutral,badshah zaheer abb khanrik ketworldc up 2019 song pakistan,0,neutral
7091,7091,21579,410 sa sabhi wc semi final toh khelti iss baar toh vo bhi nahi hoga bb11 ke time kisko predict kiya tha hina nan,1,neutral,410 all the semi-finalists will not be able to play this game.,0,neutral
7092,7092,21588,bc yeh safedi 24-27 pe chilla rahe hain saala yeh temp like jannat us nan,1,neutral,they are screaming for 24-27 years.,-2,negative
7093,7093,21593,krishna uska toh ceremoni iss janam nahi aayega koi faida nahi hai aabhi se jogiji ke p,1,neutral,it is not right to have an erasmium born in the world.,0,neutral
7094,7094,21595,best luck sir lot love jai hind vand matram bharat mata ki jai ????????,2,positive,best of love,3,positive
7095,7095,21596,7 maa ke love day k mazaar banegi kutt muteng nan,0,negative,"in the 7th century, loewe became a tomb of kindness",0,neutral
7096,7096,21602,khani afghan1 tum per lanat ye asli pukhtoon hien nan,0,negative,mine afghans,0,neutral
7097,7097,21608,came trend no2 lekin saal madarchodo ne fir hatadi nan,0,negative,c ame trendno 2 lekin salmadarchodo ne firhatadi nan,0,neutral
7098,7098,21610,sir visit place india bet even ca n't surviv mess food ?? nan,0,negative,sir visit place india bet even ca n't survive mess food ?? nan,-2,negative
7099,7099,21611,mona mam india ke koi bhi opposit ke log abhi live tv debat nahi kr rahe hai hindustan ki media bika,1,neutral,the people of mon mum india are not giving any opportunity to the people of india.,2,positive
7100,7100,21618,scam ible k vlog ko tau kutton ki tarah dekha hoga kuch socha hai k ab chullu bhar pani main doobna hai,0,negative,i would like to see the people of sc amble like a dog.,2,positive
7101,7101,21623,ye saal bhai ka hi rahega bharat 400cr par dabangg 3 300cr par pleas follow karo mujh bhai nan,1,neutral,"i&#39;m not sure if this is a good idea, but i&#39;m sure it&#39;s a good idea.",3,positive
7102,7102,21625,kanjar ki olaad tere pas koi kaam nh nai wqhn beth k yahn ki bten krta hai koi kurta pehnay p,0,negative,"if you have any questions, please feel free to contact me.",1,positive
7103,7103,21629,hoti kha se ati h itni pavitr ldkiya jine bc nahi pta ?????? villen,0,negative,how much of the holy bible can i get without knowing it ?????? villain,0,neutral
7104,7104,21631,pado bangali bhaioo ne patak phode modi ki jeet ye hai bharat ?? modi,2,positive,pado bengali bhaiyo said that he is bharat? modi,0,neutral
7105,7105,21634,ce also citi welcom cool citi nan,2,positive,c a lasso c iti well c om c oolc iti nan,0,neutral
7106,7106,21638, aap feminist ho sakti ho tou ham kya racist nahi ho saktey  - genius relat yesterday told j nan,1,neutral,"&quot;you&#39;re a feminist, you can&#39;t be a woman, you can&#39;t be a woman&quot; - genius",0,neutral
7107,7107,21639,sir vote apko diya hu mera ek demand ki ye privat compani jo btech wale ko 11k / 12k kaam krwat,1,neutral,sirvote apko diy hu mer ekdemand ki yeh privat c ompani jo btechwale ko 11k / 12k kamkrvat,0,neutral
7108,7108,21640,giri jais bjp ke leader bhadkau bayan nahi dete bat bat pe pakistan bhejt hai giriraj si,0,negative,"giri jais bjp&#39;s ldr bdkau does not tell, but after sending a letter, giriraj s",0,neutral
7109,7109,21646,good effort nice color ais hi ach kaam mn lgana chahi nan,1,neutral,good effortni c a c olor aishi accamnlgan chai nan,3,positive
7110,7110,21653,abhinandan modi sir jab tak ap bjp amar proud sir des ka vik,2,positive,abhinandan modi sar jab tkp bjp am prod sar des ki vik,0,neutral
7111,7111,21655,dxbrealest tu muslim kya jo quran padha hua mulla tera naam daud choudhari nahi ? ???? nan,0,negative,why don&#39;t you become a muslim who has read the qur&#39;an? ???? nun,0,neutral
7112,7112,21656,pareshan kark rakh diya hai ye 3 shabd ne mamta ko peh baar hi ignor maar deti ya,1,neutral,these 3 words have saved the conscience.,2,positive
7113,7113,21667,ohhhh mean like good season - except matter exact mental w,1,neutral,ohhhh mean like good season - except matter exact mental w,2,positive
7114,7114,21668,atal g ne shi kha tha modi g ne unh vipaksh bhi nhi baithn diya,1,neutral,"atalji, who was the master, gave him a bath",0,neutral
7115,7115,21669,debat ye kart hai pais ye kamat hai aur marna dusr muslim ko padta plz mulana n't go debat show plz nan,1,neutral,debtay kart hai paisye kamat hai aur marn dusr muslim ko padt plzmulan ntgo debat show plznn,0,neutral
7116,7116,21676,sanzer mc 72 hoor ke chakkar tum apna imaan kya tum log apna desh bech doog jo tumko b,0,negative,you will sell your country for the sake of your honesty.,0,neutral
7117,7117,21678,congratul sir sabka sath sabka vika sabka vishwash best new,2,positive,c ongratul sir sabk sath sabk vik sabk vishwasbestnev,0,neutral
7118,7118,21687,respect susmaji ?? mam ?????? appki iss desh ko abhi bhi bohot zarurat hai mam pls return ur ministri p,1,neutral,respect susmaji ?? mm ?????? there is still a need for the ministry of foreign affairs.,0,neutral
7119,7119,21688,break worst feel .?????? kabhi halmet pahen k bike chalatay hoy srr pay khaarishh hoi h ? ? ? ? ? ???????? nan,2,positive,breakworth fail. ?????? have you ever worn a helmet? ? ? ? ? ???????? nun,-1.5,negative
7120,7120,21691,miss hathi bhai say tobacco ntf,2,positive,miss hath that say tobacco utf,-2,negative
7121,7121,21695,surya believ system kam ki cheej hoti h ar hindu muslim ki baat h,1,neutral,surya beliyev sistem kamki chaez hoti hr hindu muslim ki baat hah,0,neutral
7122,7122,21697,sir wo bjd hai aap jais desh drohi nahi aap bhi haregi wo navin ji h kabhi suna nahi k faltu bakwa ki ho ye ke,0,negative,sirvo bjd hai aap jais deshrohi nahi aap bhi haregi wo navinji hk kabhi sun nahi kfaltu bakva ki ho ye ke,0,neutral
7123,7123,21700,58 best way chang topic ???????? apni baa,1,neutral,58 best western cups top ???????? my own,2.5,positive
7124,7124,21702,b b h junmyeon music junmyeon best leader junmyeon dinner junmyeon man laugh junmyeon last nan,1,neutral,b b h junmyeon music junmyeon best leader junmyeon dinner junmyeon man laugh junmyeon last nan,2,positive
7125,7125,21708,best announc ?? ab hoyga nyay ab ayga shanti ?? cabinetannouncement2019,2,positive,best announ c ?? abhayog nyay abayag shanti ?? c अबिनेतन्नोउन् c एमेन्त् 2019,3,positive
7126,7126,21717,northernerd oye hoy ! ! ! dil se ameer like raj kapoor awaara type hero thank support ???? nan,1,neutral,northerner oye! ! ! dilse ameer leke rajkapoor awar type hero thank you support ???? nun,2,positive
7127,7127,21722,jai hind bharat mata ki jai congratul sheer narendra damodar das modi ji im happi 5 year,2,positive,jai hind bharatan jai ongratul sheer narendra damodar das modi jee imppi 5,0,neutral
7128,7128,21727,sriji tarah ka koi tweet patol tweeter handl pr nhi hai ye pic fake hai nan,0,negative,there is no such thing as a sri lankan.,-1,negative
7129,7129,21734,abu bakar yaar ye short cours walay boys ki hardship ko cash kartay hein aur wo becharay wakay jaan day rahay h nan,2,positive,"abu bakr is not a short-sighted boy, he is a hard worker, and he is not a poor man.",-1.666666667,negative
7130,7130,21736,sorri sir total disagre u sir desh sare bevkoof nahi ho sekt take design majo,1,neutral,sorri sir total disgre u sir desre bevkoof nahi ho sektke design majo,0,neutral
7131,7131,21738,ay ki ???? sharm option tha e nhi ?? nan,1,neutral,ay ki ???? shameless self-promotion for ballistic products and a great bargain on a neat little knife for you. nun,2.5,positive
7132,7132,21740,jo khud tadipar hai aur power ke liy giddh bann gaya hai wo kya kisi ko kuch karega sirf encount kar,1,neutral,"what is self-evident and is a vulture made for the power, what will crush anyone but only the encounter",-1,negative
7133,7133,21744,baar baar din yeh aay baar baar dil yeh gaay tu jiy hazaaron saal yah meri hai aarazu happi birthday h,2,positive,bar bar dinyeh ay bar bar dilyeh gayu ji hazaron salh meri hai arzu happy birthday hah.,3,positive
7134,7134,21747,nautanki band karo pragaya ko bhagao parliament se,0,negative,stop gazing at the burying of the soul,-1,negative
7135,7135,21749,twt ilov thank hard work alway maintain health yahh ! ! ! ???????????????? nan,2,positive,two love thank hard work away maintain health each ! ! ! ???????????????? nan,1.333333333,positive
7136,7136,21751,tune bataya nahi wo mahila konshi jati ki jais har bar batata nan,0,negative,you don&#39;t have to say that the woman is not like konshi,2,positive
7137,7137,21754,mera vote amarind ke sath aur apka,1,neutral,with the blessings of amar vind,0,neutral
7138,7138,21755,kutt ki tarha gall patta aa gaya hai par bhaunkna band nahi kiya muh dikhaan laayak rhi ni parti,0,negative,"the dog has gone astray, but the barking has not stopped.",-1,negative
7139,7139,21756,tum jo vika naal dhund rahey milla kya lagta hai bika ko dhundtey dhundtey khud naal bhey gay saa,0,negative,tum jo vik naal dhund rahe milay kya lagta hai bik ko dhundteya dhundteya khud nal bheya hai,0,neutral
7140,7140,21757,god love countri sometim,2,positive,god love country sometime,2,positive
7141,7141,21758,numaira mein ne ye nahi kaha k ye jhoot ha sake izaat femal,1,neutral,numair mein did not say that he could get the honor,2,positive
7142,7142,21761,googl bhi chor hai jhutha kahi ka iska boycott karna ab se,0,negative,googli bhi chor hai jhuth kahi isk boycott kern ab se,-2,negative
7143,7143,21764,ram mandir hone k baad humko lagega ki ish bari hum sabs galti nehi hui jai sri ram ...,1,neutral,"after going to the temple, it seems to me that there is nothing wrong with god.",-0.5,negative
7144,7144,21766,chal chutiy jo parti power ki mare wo kabhi bikau nahi hota,0,negative,the one who dies on the spot will never be sold,0,neutral
7145,7145,21767,ye elect nahi hai magar phir bhi aes logon ko aesa lag raha hai ke jo pti hai ko pakistan k,0,negative,this is not the only thing that people like so many people are looking for in order to beat,2,positive
7146,7146,21768,kya ye jst 8 month ki corrupt sy hua ? ? ? g nahi ye 30 saal ki apki andhi suport ka nateeja hy r bnao totay nan,2,positive,did it just happen? ? ? don&#39;t be fooled by these 30 years of blind support.,0.5,positive
7147,7147,21769,??? ?? ?????? ?? ???? ????? ?? - din hai suhana aaj pah tarikh hai ( kishor kumar ) movi / album ???? ????? ( 1954 ),2,positive,??? ?? ?????? ?? ???? ????? ?? - din hai suhan aaj pahtarikh hai (kishore kumar) movie / album ???? ????? (1954),0,neutral
7148,7148,21770,bahi aapka bhout bada fan ho idol bhai motiv,1,neutral,"if you have any questions, please feel free to contact me",1,positive
7149,7149,21775,gurjar best tome nan,1,neutral,gurjar is not the best,3,positive
7150,7150,21776,woooooo achha tabhi bolu ye saal khan ke chamch akki ko us thin look ka,0,negative,"whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa",0,neutral
7151,7151,21778,nsharif oy kuti aloo pakistan tumhara baap mar raha ha begarto tum ko sharam nahi ati wapi awo pasi,0,negative,nsharif oi kuti alao pakistan tum baap marra beggarto tum sham not ati vipi avo paasi,0,neutral
7152,7152,21781,pathan punjabi balochi sindhi urdu siraiki hindko speak bhai bhai india teri shaamat ayi nan,2,positive,pathan punjabi balochi sindhi urdu siraki hindko spak bhai bhai india teri shamat aayi nan,0,neutral
7153,7153,21782,bahi ye kattar hindu aur kattar musalman ko kyu bulat ho baar baar tv pe normal hindu aur normal,1,neutral,bahi yeh kattar hindu and kattar mussalman ko qi bulat ho bar bar tvpe normal hindu and normal,0,neutral
7154,7154,21783,dalit kyon sirf hindu kyon nahi bol sakt ? ? ? ? ? yahi pr,2,positive,why can&#39;t dalits speak only hindus? ? ? ? ? this question,0,neutral
7155,7155,21784,ye kuch bhi lagal ab iski bc mein koi na aan wala ek number ka baklol hai ye,0,negative,this is something that is very easy to do,1,positive
7156,7156,21785,ya li sweet kind mehrban smjhdar handsom orrr achi lectur b dyte h ???? nan,2,positive,य लि स्वेट किन्द् मेहर्बन स्मझ्दर हंदसोम ओर्र् अचि लेकतुर् द्द्यते ह् ???? nun,0,neutral
7157,7157,21786,ye harram ni hai shiekh ji yahan parsai haram hai nan,2,positive,"this is haram, shikhji is not haram here",0,neutral
