,Unnamed: 0,TWEET,SCORE,SENTIMENT_LABEL,ENGLISH_TRANSLATION,CALC_SCORE,CALC_SENTIMENT_LABEL
5397,5397,janamdin ki dher sari subhkamnay sir maalik aapko achhi health ke sath dher sari khusiya bhi de ??,2,positive,sir health जनम्दिन् many head सुभ्कम्नय् owner good सथ् many head happy give,3,positive
5398,5398,great decis taken govern sir kisan happi get relax jay hind ????,2,positive,great taken sir get relax jay give this गोवेर्न् kissan hippie india,3,positive
5399,5399,congratul bhau mos ayush defenc best wish,2,positive,congratul defend best wish bhav mos ayush,2,positive
5400,5400,happi follow friday guy priskila sabi nan,2,positive,follow friday guy hippie priscill sabi nun,0,neutral
5401,5401,vika bahl exoner kailash kher rajkumar hirani invit pm 's swearing-in ceremoni great time aroun nan,2,positive,ball sooner kailash pm s swearing great time around vic kher rajkumar reindeer invited c eremoni nun,0.5,positive
5402,5402,chutiya andhbhakt lagta h fake news factori wala nan,0,negative,face news lick blind devotee lagut fc tori nun,0,neutral
5403,5403,dil khush ho gaya tum bc ka ye haal dekh k hanuman ji tak ko nahi bakshog toh kais bachog mc,0,negative,bc human my delhi happiness currently see bakshog cas save me,3,positive
5404,5404,mc tere abba ne kitn meriit pe lagy metric pass ko kahan kahan post ki koi sharam haya nahi ati nan,0,negative,my merit pass post abb my लग्य् shame yes extreme nun,-0.5,negative
5405,5405,bjp ke 2014 ke wado ke pe baat kiya karo hindu hindu karn se wade pure nahi hote ex 1 ) kaladhan,1,neutral,hindu hindu wade pure ex bjp promise baat do do to do कलधन्,1,positive
5406,5406,ulta beauti hire newest profession peoria az would love connect interest cli,1,neutral,beauty hire newest profession georgia would love connect interest coli opposite azz,2,positive
5407,5407,iam aap bhi hamesha khush rahiy shaad aabaad rahiy muskurati rahiy sehatmand rahiy achchi rahiy hame,2,positive,iam always happiness live shad abad live smile live soulmate live good live us,2.666666667,positive
5408,5408,sonu didi ko fuck karnewala ki bahan dusr se chudati hui leak video,0,negative,fuck leak video to sleep cornwall sister other sex,-2.5,negative
5409,5409,aaj pakistan aur raha hai wasim akram ki vajah se pakistan ka sabs bada dushman hi hi imran khan tum,0,negative,parisian was arm parisian man khan aaj the reason subs bad the enemy,-3,negative
5410,5410,bc ek paper banan ke liy 02-feb committe hai itn prof hai fir bhi theek se ni banta ins ncert se bahar jaat hi,0,negative,bc paper feb committed prof to become li इत्न् then were free bant ins न् c एर्त् out caste,1,positive
5411,5411,communiti # 5 warm welcom next speaker chhavi shrivastava ( @ chhavi justm ) chhavi ux design nan,2,positive,warm next speaker shrivastava just up design c ommunity velcom chhavi chhavi chhavi nun,1,positive
5412,5412,yeh roz ka affair ho gaya hai iaf take train bus nan,1,neutral,affair take train bus roz if nun,0,neutral
5413,5413,khush rahi meri jaan alway prayer never forget ?? nan,2,positive,away prayer never forget happiness to know nun,1,positive
5414,5414,jinka mansik santulan hi sahi nahi ho unh proof dene se bhi kya karna ung karn ki aadat hai modi armi,0,negative,proof gink mental balance that&#39;s right them to give ung to do adat armi,0,neutral
5415,5415,peopl give respect lol jo apn motherland ka nahi hua tumhara bhi nahi hoga india bhi kai kami,0,negative,people give respect ll motherland india hoag lack,-2,negative
5416,5416,isi tarah ki ghatiya rajneeti ki wajah se bharat ki janta ne tumhar parti ke muh par thappad mara,0,negative,isi ghatiya rajneeti the reason bharat janta to you per mouth thappad die,-3,negative
5417,5417,harami ko koi samjhao ki iski hi baat karri hai wo ladki thark,0,negative,harmi understand baat curry girl circumference,0,neutral
5418,5418,koi mujh btayega ki pulwama ke bad imrankhan ne aisa kya kr diya jo ham bat krne ke liy agre ho gye ? ?,1,neutral,pulwama bad me btayeg इम्रन्खन् ace kr bat to do li next gyay,-3,negative
5419,5419,insha'allah world cup mei sbse km score bnani record b hmara taptan apni nam krni wala ha nan,1,neutral,world cup km score record inshallah sbse bnani hummer तप्तन् name krni nun,0,neutral
5420,5420,diii iss saal aapk life mei bohut saari khushiyan aay ?? kyunki aapn meri life mei aak mujh bo,2,positive,iii life life years your bohut sari happy i apn आक् me bo,3,positive
5421,5421,thank archana gi aapka tweet mukk mila aapka bahut bahut shukkriya aap mahan hai ki aap ham,2,positive,thank arching sweet gui muk the mill venus great,2.333333333,positive
5422,5422,17 haran ko bas ek acha din chahiy anyon beat anyon england even good day 104 run nan,1,neutral,anyone beat anyone england even good day run हरन् just well day want nun,2,positive
5423,5423,bhakto ke alawa kise ko koi problem nhi hoge maximum fake account fake news failan wale account bhakto ke hai nan,0,negative,problem maximum face account face news account devotees alv who nhi will be phelan devotees nun,-2,negative
5424,5424,welcom curious cat happi ?? fun nice  thank billi,2,positive,curious cat fun nice  thank velcom hippie cats,2.5,positive
5425,5425,aur dalal kitn pais mile ab tak bjp se bacho ke name pe bhikh mangn wale insan ac nan,0,negative,mile name dalal money bjp be saved beggar mangan insan a c nun,0,neutral
5426,5426,abe chutiya mera khun kaul jata hai jab tu bolta hai dhara mat jana kabhi gand bambu gussa du,0,negative,paul abe lick blood jat you bolt dhar mt people dirty bamboo angry suffering,-2.333333333,negative
5427,5427,siddiqui hindustan hamar baap daadi ki tha hai aur rahega jis main dum ho hame nikaal kar dekh le proud indian bor nan,2,positive,siddiqui hindustan main proud indian hum father herpes will remain दुम् us take it out see take bor nun,2,positive
5428,5428,54 best luck next match gusa b tha lekin sha allah ap jeeto gay bleedgreen nan,2,positive,best luck next match gay gus लेकिन् sh allah jayato bleedgraen nun,3,positive
5429,5429,sp bsp cong tmc etc sari partio ke leader news chanal se gayab bjp ke bhi kuch time de rahe hai r,1,neutral,etc leader news time r sp bsp c ong tmc head layers channel gayab bjp some give,0,neutral
5430,5430,taba ka lash dan kwallon duniya footbal hero song sallah day 50maikalangu,1,neutral,lash hero song day then दन् क्वल्लोन् the world footbal सल्लह् mclangu,2,positive
5431,5431,chup bhenchod ka bacha nan,0,negative,silent venchod escape nun,-1,negative
5432,5432,soon want new flim shahrukh khan prayer r god bless nan,2,positive,soon want new shahrukh khan prayer r god bless film nun,1.333333333,positive
5433,5433,current year annuiti 2019 volum -2 pratiyogita darpan help build knowledg nation intern p nan,2,positive,current year annuiti help build knowledge nation volume competed mirror intern nun,2,positive
5434,5434,1 chuth bjp one kill 3000 sikh must mental unstabl nan,0,negative,one kill sigh must mental unstable cleft bjp nun,-2.333333333,negative
5435,5435,farhan00 move dud histori na kholn maja allah hafi vand matram nan,2,positive,warman move did history open up fun allah hafi वन्द् only nun,4,positive
5436,5436,cheer mah men alway lav yah budday nan,2,positive,cheer may away main love buddha nun,2.5,positive
5437,5437,kisano ko fasal ka dam sahi nahi fasal vima ke nam per lut kisano ko sahi fasal ka dam ki ja,1,neutral,dam dam kissano decision that&#39;s right decision vim name per enjoy kissano that&#39;s right decision j,2,positive
5438,5438,bilkul aisa hi hai jin ki khwaish hoti hai kay khud ko leader ko acchi jamey g,1,neutral,leader james absolutely ace jin desire what himself a chi,1,positive
5439,5439,mere login par hdfc servic live nahi huai hai kya jankari milegi ki sirf kuch hi vle 's ko srvice live ki gai hai nan,1,neutral,login service live s service live hdf have been jankari will get only some vle ga nun,0,neutral
5440,5440,take one balloon profil littl one lmao nyop happiest birthday babi nakko,2,positive,take one balloon one may happiest birthday profile littell neop bubi nakko,0,neutral
5441,5441,sangathan majboot kijiy chamchon se sawdhanpratyek din aawa par janta se miln ka samay nirdharit kijiy kisi k,0,negative,संगथन् majboot kyzia spoon everybody day ava janta मिल्न् time determined kyzia,2,positive
5442,5442,marja bhosdik hope driver would sallu bhai nan,1,neutral,hope driver would sickness earthy sallu nun,2,positive
5443,5443,mee dhan pic toh fake hai aur locat polic khud track karlegiuska koi problem nhi report kar abhi acc,1,neutral,pick face local track problem report act mae dhan poli c himself karlegiusk nhi,-2,negative
5444,5444,time wais humlogo ne apna kharab kiya hi jo ais magazin ko bhao de rahe hi itna,1,neutral,time vais humlogo kharab ace magazine eat give so much,0,neutral
5445,5445,awaaz u r best sir ?? nan,2,positive,r best sir voice nun,3,positive
5446,5446,-10 cool guy veri uniqu person ais batein kartey rehna make u fun ? nan,2,positive,cool guy unique person make fun very ace batein कर्तेय् rehn nun,2.5,positive
5447,5447,hooooo shit twashyyyyyyyyi good job feather boa look amaz good < 3333 nan,2,positive,shit good job feather look good hooooo त्वश्य्य्य्य्य्य्य्य्यी boa amaz nun,0.6666666667,positive
5448,5448,s realli much true hamari bhi naiya paar kara nan,1,neutral,much true really nay par tax nun,0,neutral
5449,5449,rag rag main ganga special moment rajeev sir ki yhi baat mujh pasand hai har kisi se apn pan se milt hai ek hero nan,2,positive,rag rag main special moment sir pan mild hero gang rezaev baat me like her nun,2,positive
5450,5450,surya tu gulam hi gulam rahega murkha bevkuf desh drohi tu pappu khan ka mutr pe pakistan ja maderchd nan,0,negative,khan parisian the sun you gulam gulam will remain foolish foolish country dishonor you pappu urine j मदेर्च्द् nun,-2,negative
5451,5451,kabliyat aur bjp koi naata hi nahi aapa main bjp main kabliyat dekhi gayi thi na jab smriti irani ko hr,1,neutral,main main he public bjp granddaughter you bjp public since gye memory irni,0,neutral
5452,5452,love chor bolo love beech bolo love maut k saudagar bolo love bic,0,negative,love love beech love love big chor say say death सौदगर् say,1.833333333,positive
5453,5453,gang hide n sick kheln wali koi mili hi nhi kabhi kabhar isk naam pr bas sick hi milti hai ???? chatarpatarwithgautam nan,1,neutral,hide sick sick gang to play wali meet nhi sometimes isk name just milti चतर्पतर्विथ्गौतम् nun,-1.666666667,negative
5454,5454,yeeeeee great day kennesawst ?? @ coachrack75,1,neutral,great day kennesawst coachrack yeaaaaaaaaaaa,3,positive
5455,5455,world cup khatam huva aap galli cricket bol rahe ho nan,1,neutral,world cup cricket खतम् huw alley speak up nun,0,neutral
5456,5456,humra media indian media jais nahi hai humari 100 k hisa,1,neutral,media indian media humra jais his,0,neutral
5457,5457,bhari jit ki apko tahe dil se bahut bahut mubarak bad jis hosl ke sath aap k,2,positive,mubarak bad full jit of you all delhi hosl सथ्,-3,negative
5458,5458,quot realli like argu type bite tongu shit sit right either nan,0,negative,quit like argue type bite shit sit right either really tongu nun,-1,negative
5459,5459,congress ko jhut bolna bhag jaana aarop lagana aur virodh karna yehi aata hai isko ticket nai diya elect,0,negative,congress ticket elect jhut to speak भग् life aurope diligence opposition that&#39;s it inside of course,0,neutral
5460,5460,wais bata de aaj kal koi nayi chidiya fasi ke nahi ?? ya vo naseeruddin shah jaisi dikn wali biwi,0,negative,naseeruddin shah vais gall give aaj kal new chidiya the crop they as दिक्न् wali bibi,0,neutral
5461,5461,ndtv wale kutt ki maut aur mull ki maut par hi dukhi hote hn hindu ki maut ka jashn manat hn nan,0,negative,full hindu न्द्त्व् dog death death sad ह्न् death celebration manat ह्न् nun,-2,negative
5462,5462,khattak hahaha afghani tell pak media lolz shut mouth walar ki pedaish lauday baaz nan,0,negative,khattak afghan tell media old shut mouth lady huhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh pucca वलर् पेदैश् falcon nun,0,neutral
5463,5463,sirji mubarak ho yeah hai aap ko phale hi aaana tha thank modiji khaar dar aaay,2,positive,mubarak yeah thank sirji flourished aan modiji saline door oy,1.5,positive
5464,5464,namastey sir u r great leader nation u r fail follow u last 20 year u r,1,neutral,namastey sir r great leader nation r fail follow last year r,0.5,positive
5465,5465,bad note haha nan,0,negative,bad note huh nun,-3,negative
5466,5466,ramadan mubarak ki 27 sehri buht buht mubarak ho muslim rememb prayer al wida w,2,positive,armada mubarak mubarak muslin remember prayer sehri very very al with w,0,neutral
5467,5467,baar baar dinn ye aay ?? baar baar dill ye gaay tum jiyo hazaaron saal hai merii ye aarzoo ???? happi birthday,2,positive,will birthday the bar the bar दिन्न् i the bar the bar the cow live hazaron years mine arzao hippie,0,neutral
5468,5468,champ,1,neutral,चम्प्,0,neutral
5469,5469,janta ko nahi muslmano ko condom dena hoga,0,negative,london janta muslmano the gift hoag,0,neutral
5470,5470,nirupam ji suna hai aapki halat congress mey aisey ho gayi jaisey kahtey dhobi ka kutta na ghar ka,0,negative,congress rise gutta nirupam listen solution may gye like kahteye washer home,1.5,positive
5471,5471,dhan dhan satguru tera hi aasra gud morn sai g ?? pleas bless ?? insan sewa simran,2,positive,more pleas bless dhan dhan satguru asra anus sai insan save simran,2,positive
5472,5472,hurt ne much yar ???????? feel widow allah sabko khush rakh nan,2,positive,hurt much feel widow ya allah sabko happiness keep nun,0.5,positive
5473,5473,pleas answer simpl question jai shri ram nan,1,neutral,pleas answer question she ram simple jai nun,0,neutral
5474,5474,great rememb atalji often p har har modi ghar ghar modi congratul bjp nan,2,positive,great remember often congratul atlee her her home home bjp nun,3,positive
5475,5475,asksid sir aap brother movi mast kaam kiy jab bhi ye film tv par aati hai main jarur dekhta hun ???? nan,2,positive,sir brother move mast film to main asksid work what fire must see are nun,-2,negative
5476,5476,na jan na pehchan phir bhi mention krdeti ha tag kr deti ha kya ha ye sb nan,1,neutral,jan mention tag pehchan kredetti kr diti sb nun,0,neutral
5477,5477,evm congress win evm ok congress loos evm wrong kya chutiyapa hai chutiyon ka nan,0,negative,congress win ok congress look wrong and and and chatiep चुतियोन् nun,1,positive
5478,5478,pakistan enemi dread influenc end insha allah page pakistanarmi today nan,1,neutral,parisian dread influence end intra page today enemy allah plasticity nun,-2,negative
5479,5479,hooooo issokee hyungi better late never right thaaaank looot wish may wish also happen,2,positive,issokee better late never right loot wish may wish also happen hooooo hyungi थाआन्क्,1.333333333,positive
5480,5480,jo ldke bolt hai ldkio ko gaali nhi deni chaiy unk liy line agar tumhar baap ne tumh tameez sikhai,1,neutral,bolt line boys girls abuse nhi charity chey unk li august to you father to you tameez teach,-3,negative
5481,5481,put everi dictionari world next  ingenu  right ! ! ! ! ! ! ! ! mutha-fucking-mind nan,1,neutral,put dictionary world next   right muthafuckingmind everi ingenu nun,0,neutral
5482,5482,lanat teri shakal pay kothay ki paidawar sala zaidi nan,0,negative,pay lant shakal kothay yields sal zaidi nun,-1,negative
5483,5483,log etna kuon gir jaata hain keh polit ikhtilaf ka chakar main pakistan ka wahid cancer hospit ko badnaam kar,1,neutral,end main parisian cancer hospital kuon the fall being keh polit iqtilaf cycle wahid badnam,-1,negative
5484,5484,phle isk nana ne nulk tora ab ye mulk torn ki bkws kr rha jb paisa khate hain tu sb thk jb pkre ja,0,negative,null torn j j fly isk the nun toar country quacks kr money fertilizers you sb thk pcre j,-2,negative
5485,5485,yes v understand feel right trust us realli ???? nan,1,neutral,yes understand feel right trust us w really nun,1,positive
5486,5486,ye kabhi nhi hoga nan,1,neutral,nhi hoag nun,0,neutral
5487,5487,abe bahuduy ye modi media nahin desh ki media jo sach dikhati hai tum jais bhaduy nahin dekh sakt aankh,0,negative,media media abe multiple no. country true look jais bhadu no. see can eye,0,neutral
5488,5488,congratul narendra modi ji looter ( ambani adani lalit vijay mallaya ... .. ) countri peopl g nan,0,negative,congratul looted albany again last vital country people narendra wrestling nun,0,neutral
5489,5489,kam karn walon ko zatuk se fark nahi padta agre suppos nan,1,neutral,suppose cum to do वलोन् zatuk fark paddt next nun,0,neutral
5490,5490,adalat main ab ye case hy k iss ka jo faisla aya tha us py amal kiyon nahi hoa ... ... ..,2,positive,main case us by postponement yes faisal ay execution kion ho,1,positive
5491,5491,sir mai purnea se aapk hum bahut bade fan hai aap purnea aa rahe h monday ko aps milna h sir k,2,positive,sir fan monday sir me purnea your badhe purnea come oops to meet,3,positive
5492,5492,dear harshadchopda sir time show best ???? yes sir aap ko logh ne jo kuch bi k nan,2,positive,dear harshadchopda sir time show best yes sir short some by nun,2,positive
5493,5493,susner,1,neutral,susner,0,neutral
5494,5494,?????????? bc ab sab ko gas cylind milta hai 's enough need gyan looser 's like corrupt congress parti nan,0,negative,bc gas blind s enough need loose s like corrupt congress milt ग्यन् per nun,-0.6666666667,negative
5495,5495,aafat seen video itna afoo video per nhi howa jitna comment section main loogon k comment,1,neutral,seen video video comment section main comment accident so much afo per nhi hove loogon,-2,negative
5496,5496,lol tri remain posit howa hana gong circl honest disast,1,neutral,ll remain post honest disease tri hove han gong c irc,2,positive
5497,5497,kuyki ye ballot paper se hua isliy jeet hui warna evm baba ne 23 may ko kamal dikhaya tha bjp ke liy nan,0,negative,ballot paper may kyuki islaia j.e.t. vern and bub lotus visible bjp li nun,0,neutral
5498,5498,aap log dono ne agar bjp ka sath diya kyu lad rahi ho,1,neutral,both august bjp सथ् lad,0,neutral
5499,5499,ye aadmi apna achcha dost ban sakta,2,positive,man high friends the bun,0,neutral
5500,5500,ghabrana nahi hai boy pichlay match mein west indi nay 421 maaray thay nz aaj hum inhein 200 bhi nahi maarn nan,2,positive,boy match west no dusty पिच्लय् indi the new maray this aaj inhein to kill nun,-1,negative
5501,5501,warm birthday greet firebrand politician super star actor shri ji may god alway keep nan,2,positive,warm birthday greet firebrand politician super star actor she may god away keep nun,1.5,positive
5502,5502,smash hard itn wade wade bundri hai ball pahonch nahi raha ya shay ramzan ke wajah se player hard nahi mar sakht pakvwi nan,1,neutral,smash hard wade wade ball say player hard इत्न् bundri पहोन्च् ramzan the reason die strictly the westernmost nun,-1.666666667,negative
5503,5503,best team india vk jaan warm ki shuruaat acch se karna,2,positive,best team india warm wk to know the beginning ac,2,positive
5504,5504,gayl bhai best thoka thaaki nan,2,positive,best gayle bulk tired nun,0.5,positive
5505,5505,congratul pm ais hi aag badkar sari yojna ko pura kare hamri subhkamnay apk sath,2,positive,congratul pm ask ace the fire badkara head to plan pur do dear सुभ्कम्नय् सथ्,2,positive
5506,5506,ifb kyun den woh kisi ko jawab jab kia hi kuch nahi tou issu highlight karn ka faida nan,1,neutral,highlight ifb देन् jawab what some tou issu to do faid nun,2,positive
5507,5507,tere ishq mein jo bhi doob gaya uss duniya ki lehro se darna kya - one beauti line ever written tran nan,1,neutral,one beauty line ever written love doob the world lehro darna त्रन् nun,3,positive
5508,5508,kya karein gene lagta hai haath uth hi jaatein hain kabhi dua mein aur kabhi gale lagaan ke liy,2,positive,gene gale lagut hands shallow she went blessings लगान् li,0,neutral
5509,5509,ohhhh got okuyasu nice best boy part 4 ! ! nan,1,neutral,got nice best boy part ohhhh okuysu nun,3,positive
5510,5510,lovelyz acoust cover bts boy luv sound heaven,2,positive,lovely about cover boy lui sound heaven bts,2.5,positive
5511,5511,may allah bless beauti soul pass away soon left empti space heart ! ???? ha nan,2,positive,may bless beauty soul pass away soon left space heart allah empty nun,0.5,positive
5512,5512,kirayedar mat ban ke raho magr agr avaidh kabza kark gundayi karna chaho ge bulldoz chaln der nhi lage gi,1,neutral,bulldog kiryader mt the bun but front illegal constipation cancer gundayi chaho gay let&#39;s go country nhi be engaged gui,-2,negative
5513,5513,een jais gundo k khilaaf sarkar koi majboot kadam uthaay ???????????? nan,2,positive,a.n. jais gundo against circar majboot step by step shallow nun,0,neutral
5514,5514,hyder khalid h veri true dont even realis nonsens say jhoot kay pawoun nahin,0,negative,true even say ह्य्देर् khalid very dont realis nonsense zoot what पवोउन् no.,-2,negative
5515,5515,bengal waalo ko bulaa k mamta didi ki sarkar goraan faydaa hoga bengal k logo ki sympathi milegi,2,positive,bengal bengal log friends call mamt circar गोरान् fayda hoag sympathy will get,2,positive
5516,5516,india ye jo boll raha h n abe digvijay ka kacch ka naada banja hamesha teri patrkarita,0,negative,india bol abe digvijay क c च् sound banj always written,0,neutral
5517,5517,veri nice sir yeh diya sateek jawab pakistan ab bhi sudhar ja nahi terey yaha sai jitn,0,negative,nice sir parisian very सतेएक् jawab improve j terey this sai to win,2.5,positive
5518,5518,aara sirji itna tagda vision ki loksabha bhi sirji apna kaam na ginvapa,1,neutral,vision ginvapa r sirji so much strong loksabh sirji work,1.5,positive
5519,5519,hum tumhein yaad kart hain ibadat ki tarah tum bhi kabhi yaad karlo buri aadat ki tarah,1,neutral,you the memory duty इबदत् the memory curlo buri adat,0,neutral
5520,5520,rout 774 ki koi gadi nhi h jo h 2 se 3 hrs ki time pr ye kesi parivan suvidha h dtc transportminist nan,1,neutral,rout his time transportminist mattress nhi casey परिवन् convenience d c nun,0,neutral
5521,5521,kisn kiya band kab kiya bank kyu nh le rahi h sikk shopkeep se yrrr plssssssss someth yeh baat govt tak forward karo nan,1,neutral,isn band bank shopkeeper cometh got forward nh take सिक्क् य्र्र्र् plssssssss baat do do nun,0,neutral
5522,5522,[ vote ] joy nomin beauti icon 2019 brand year award tutori thread ?? redvelvet ht nan,1,neutral,vote joy beauty icon brand year award thread nomine tutori redwell ह्त् nun,3,positive
5523,5523,yogendrayadav isko saal ko nanga krke geel rumaal se maaro yehi log democraci danger ka randi rona krte hai nan,0,negative,danger roan yogendryadava years nang krake geel handkerchief beat that&#39;s it demo ccré lady क्रते nun,-2,negative
5524,5524,plate laga hai car pe fir kya dikkat hai hanuman ke bhakt kabhi niyam nahi tort hai ab tum cha,1,neutral,plate car human look then problem devotion the rules tort f,-2,negative
5525,5525,tak apa attent get better divert awar tweet heheh lose anyth anyway nan,1,neutral,get better divert sweet lose any anyway up अत्तेन्त् avar heheh nun,2,positive
5526,5526,haramkhor aam aadmi aadmi,0,negative,हरम्खोर् am man man,0,neutral
5527,5527,jab tum charact loo ho gay yehi haal hona tha kya ummid ley ke aye thi kya kar diya tum ne desh nan,0,negative,character gay aye take the that&#39;s it currently done hope so लेय् country nun,0,neutral
5528,5528,handsom littl dude baj happi famili nan,2,positive,due handsome littell buzz hippie family nun,0,neutral
5529,5529,funni uncl say  doubl 7 yeah laugh guy despair ????,0,negative,say  doubt yeah laugh guy despair funni uncl,-0.5,negative
5530,5530,bsdk halala ki aulaad nanga kark marunga nan,0,negative,back halal child nang cancer marung nun,-1,negative
5531,5531,movement make everi indian proud jai hind vand mataram ????????????????,2,positive,movement make indian proud everi jai india वन्द् मतरम्,2,positive
5532,5532,bharatiya pm ka sab se pahla kam sahi ke nam jai hind jai hind washi nan,1,neutral,pm indian first cum that&#39;s right name jai india jai india vashi nun,0,neutral
5533,5533,welfareatitsbest dera sacha sauda pujya guru ji ki prerna par chalt hue dera anuyayi jaha insano k nan,1,neutral,welfareatitsbest sasha late saud sage master to persuade the chalat late auspiciousness jah insano nun,0,neutral
5534,5534,agar bjp walay dalal bolti h rahul gandhi congress presid bne rhe taki unko fayda ho,1,neutral,paul gandhi congress preside august bjp ring dalal bolti to become the way so his fayd,0,neutral
5535,5535,best guru know u rock live show alway love u kabhi hamar citi mein bhi live,1,neutral,best know rock live show away love live master hum c iti,3,positive
5536,5536,sweet ???? good morn msg papa ji bless pita ji sewa simran parmarth good health ???? mondaymorn,1,neutral,sweet good more mug bless good health mondaymorn pop pit save simran परमर्थ्,2.4,positive
5537,5537,love looo h1ll ?? even tho bria ghetto ?? nan,2,positive,love all even the brim hetty loao nun,3,positive
5538,5538,gadkari sabs bada sahase sabs bada imaandaar sabs bada neeti sabs bada niyat sabs bada vis,2,positive,gadkari subs bad suddenly subs bad honest subs bad neeti subs bad fixed subs bad विस्,-2.166666667,negative
5539,5539,samjha nahi miftah friend nan,2,positive,friend remember miftah nun,0,neutral
5540,5540,rehn dijiy rubika ji bechara bada educ aur knowledg lagta h regard social media ???????? nan,1,neutral,rein knowledge regard social media registered rubik becher bad edu c lagut nun,-3,negative
5541,5541,jitni bahutmat se chunav jita uss hisab se toh pure india ek tum hi intellectu ho baki toh school nan,1,neutral,pure india school as much as many choose win hissab intelle baki nun,4,positive
5542,5542,wan na dedic song one favorit one plz listen nan,1,neutral,song one one ply listen वन् dead c favorite nun,2,positive
5543,5543,eh indiffer see parent get murder cool bat car roll anoth versio,0,negative,differ see parent get murder cool car roll not eh bat vercio,-0.5,negative
5544,5544,kill say woh soney ka bhi ban jay uski woh ehmiyat nahi hoti,1,neutral,kill say jay gold the bun uski ahmiyat,-3,negative
5545,5545,pan 1 'm huge sinner 2 'm 18 3 friend fav show 4 want cheez-whiz 5 humor way,2,positive,pan m huge sinner m friend far show want cheezwhiz humor way,1.333333333,positive
5546,5546,ab ye unki galti thori hain unko inshallah boy play well ke aag angrezi aati nahi score board mein likha,0,negative,boy play well score board mistake thori his inshallah the fire english fire write,-2,negative
5547,5547,sharma4 congress aur rss ki vichardhara ek hi hai congress ko khatam hone 70 saal lage bjp au,1,neutral,sharp congress ross congress vichardhar खतम् years be engaged bjp and,0,neutral
5548,5548,eid mein taiyaar hone ke baad khud ko kaala teeka laga lena kyun main nahi chahta tumh kisi ki n,1,neutral,did main preparation himself period that one look lane chhat to you,0,neutral
5549,5549,niklo tum bhe phir kis ka intzaar hai stop act nan,2,positive,stop act nickelo she kiss wait nun,0.5,positive
5550,5550,sb sy zyada jhoot inteshar tum log phelatay ho media walay,0,negative,media sb स्य् more zoot intershar feltay ring,0,neutral
5551,5551,ilavia rt y'all expect ism tere ghata mere kuch nhi jata ???????????? nan,1,neutral,it all expect ism ilavia ghat some nhi jat nun,0,neutral
5552,5552,thegiftofeduc dera sacha sauda run free primari school poor chi,1,neutral,thegiftofeduc sasha run free school poor late saud primary chi,-0.5,negative
5553,5553,realli sad mayb sad music help nan,1,neutral,music help really the good mayb the good nun,2,positive
5554,5554,good morn pita ji pls bless sewa sumrin parmarth bakso ji pledgeagainstcorrupt,2,positive,good more pus bless pledgeagainstcorrupt pit save sumrin परमर्थ् buxo,2.333333333,positive
5555,5555,krishna bie aap ( gaali nahi de raha aap wali ) izzat wali aap bol raha hoon haan,0,negative,krishna bie abuse give wali honor wali speak up yes,0,neutral
5556,5556,thank aatal jee aapko dhanyabad modi jee vi aapk bato par dhayan de,2,positive,thank fatal ja thank you ja v your tell attention give,2,positive
5557,5557,teko kya problem hai bhai hijab say yahi problem hi bjp ki bhakto ki hamar mazhab may neeji cheezo may tang ada,1,neutral,problem say problem may may teko hijab bjp devotees hum mb neji cheezo tang ad,-2,negative
5558,5558,best morn guru pa ji .???? pls bless n sewa simran ???? nan,2,positive,best more pus bless master p save simran nun,2.333333333,positive
5559,5559,achha hi hay samajh nahi aati enjoy music nan,2,positive,enjoy music good hi understand fire nun,1,positive
5560,5560,jab sab kuch acha chal rha hota hai khud hi log apna bigad kart hai aur jab samay kharab chal rha ho kitna b,1,neutral,some well let&#39;s go himself bigad duty time kharab let&#39;s go,0,neutral
5561,5561,dear sir jis tarah se bjp ne jdu aur partyion ko sirf ek seat offer kiya lagta hai bjp apn,2,positive,dear sir portion seat offer bjp jude only lagut bjp,2,positive
5562,5562,well yeh throwback - share banata hai action modisarkar2 modiswearingin quiet good view nan,1,neutral,well throwback share action quiet good view formed modisarkar मोदिस्वेअरिङ्गिन् nun,2,positive
5563,5563,itni imandar ki congress ke pairo gir gai ls elect sir kam kr lo ap log twitter twitter mat khelo nan,0,negative,congress elect sir twitter twitter such इमन्दर् paro the fall ga ls cum kr take the mt play nun,0,neutral
5564,5564,dugl pan ki bhi hoti yaar modi se puchhn ki aukat hai tumhari kaladhan lanemandir banan act 370,0,negative,dull pan lanemandir act man पुच्ह्न् okt your कलधन् to become,-2,negative
5565,5565,good jai shree ram jai bajrangbali har har mahadev jai maa durga devai namah namah,2,positive,good ram dura jai shreya jai bajrangbali her her mahdev jai in devai namah namah,3,positive
5566,5566,mahogan get love friend & dont think thatll ever chang fr whole heart nan,2,positive,mahogany get love friend think that ever change fr whole heart dont nun,3,positive
5567,5567,shaheedo ke parivar wale en logo ke hisab se bebkuf hai ye jo apn bacho ko desh par sahe hone ke li nan,2,positive,log sheheido change n hissab babkuf be saved country endured li nun,0,neutral
5568,5568,universe8 wo khti hain na kuttay ki dun kabi sidhi nhi hoti apka b yehi hal hai bhai,1,neutral,universe khati dog दुन् cube sidhi nhi that&#39;s it हल,0,neutral
