,TWEET,SCORE,SENTIMENT_LABEL
5469,janta ko nahi muslmano ko condom dena hoga,0,negative
5470,nirupam ji suna hai aapki halat congress mey aisey ho gayi jaisey kahtey dhobi ka kutta na ghar ka,0,negative
5471,dhan dhan satguru tera hi aasra gud morn sai g ?? pleas bless ?? insan sewa simran,2,positive
5472,hurt ne much yar ???????? feel widow allah sabko khush rakh nan,2,positive
5473,pleas answer simpl question jai shri ram nan,1,neutral
5474,great rememb atalji often p har har modi ghar ghar modi congratul bjp nan,2,positive
5475,asksid sir aap brother movi mast kaam kiy jab bhi ye film tv par aati hai main jarur dekhta hun ???? nan,2,positive
5476,na jan na pehchan phir bhi mention krdeti ha tag kr deti ha kya ha ye sb nan,1,neutral
5477,evm congress win evm ok congress loos evm wrong kya chutiyapa hai chutiyon ka nan,0,negative
5478,pakistan enemi dread influenc end insha allah page pakistanarmi today nan,1,neutral
5479,hooooo issokee hyungi better late never right thaaaank looot wish may wish also happen,2,positive
5480,jo ldke bolt hai ldkio ko gaali nhi deni chaiy unk liy line agar tumhar baap ne tumh tameez sikhai,1,neutral
5481,put everi dictionari world next  ingenu  right ! ! ! ! ! ! ! ! mutha-fucking-mind nan,1,neutral
5482,lanat teri shakal pay kothay ki paidawar sala zaidi nan,0,negative
5483,log etna kuon gir jaata hain keh polit ikhtilaf ka chakar main pakistan ka wahid cancer hospit ko badnaam kar,1,neutral
5484,phle isk nana ne nulk tora ab ye mulk torn ki bkws kr rha jb paisa khate hain tu sb thk jb pkre ja,0,negative
5485,yes v understand feel right trust us realli ???? nan,1,neutral
5486,ye kabhi nhi hoga nan,1,neutral
5487,abe bahuduy ye modi media nahin desh ki media jo sach dikhati hai tum jais bhaduy nahin dekh sakt aankh,0,negative
5488,congratul narendra modi ji looter ( ambani adani lalit vijay mallaya ... .. ) countri peopl g nan,0,negative
5489,kam karn walon ko zatuk se fark nahi padta agre suppos nan,1,neutral
5490,adalat main ab ye case hy k iss ka jo faisla aya tha us py amal kiyon nahi hoa ... ... ..,2,positive
5491,sir mai purnea se aapk hum bahut bade fan hai aap purnea aa rahe h monday ko aps milna h sir k,2,positive
5492,dear harshadchopda sir time show best ???? yes sir aap ko logh ne jo kuch bi k nan,2,positive
5493,susner,1,neutral
5494,?????????? bc ab sab ko gas cylind milta hai 's enough need gyan looser 's like corrupt congress parti nan,0,negative
5495,aafat seen video itna afoo video per nhi howa jitna comment section main loogon k comment,1,neutral
5496,lol tri remain posit howa hana gong circl honest disast,1,neutral
5497,kuyki ye ballot paper se hua isliy jeet hui warna evm baba ne 23 may ko kamal dikhaya tha bjp ke liy nan,0,negative
5498,aap log dono ne agar bjp ka sath diya kyu lad rahi ho,1,neutral
5499,ye aadmi apna achcha dost ban sakta,2,positive
5500,ghabrana nahi hai boy pichlay match mein west indi nay 421 maaray thay nz aaj hum inhein 200 bhi nahi maarn nan,2,positive
5501,warm birthday greet firebrand politician super star actor shri ji may god alway keep nan,2,positive
5502,smash hard itn wade wade bundri hai ball pahonch nahi raha ya shay ramzan ke wajah se player hard nahi mar sakht pakvwi nan,1,neutral
5503,best team india vk jaan warm ki shuruaat acch se karna,2,positive
5504,gayl bhai best thoka thaaki nan,2,positive
5505,congratul pm ais hi aag badkar sari yojna ko pura kare hamri subhkamnay apk sath,2,positive
5506,ifb kyun den woh kisi ko jawab jab kia hi kuch nahi tou issu highlight karn ka faida nan,1,neutral
5507,tere ishq mein jo bhi doob gaya uss duniya ki lehro se darna kya - one beauti line ever written tran nan,1,neutral
5508,kya karein gene lagta hai haath uth hi jaatein hain kabhi dua mein aur kabhi gale lagaan ke liy,2,positive
5509,ohhhh got okuyasu nice best boy part 4 ! ! nan,1,neutral
5510,lovelyz acoust cover bts boy luv sound heaven,2,positive
5511,may allah bless beauti soul pass away soon left empti space heart ! ???? ha nan,2,positive
5512,kirayedar mat ban ke raho magr agr avaidh kabza kark gundayi karna chaho ge bulldoz chaln der nhi lage gi,1,neutral
5513,een jais gundo k khilaaf sarkar koi majboot kadam uthaay ???????????? nan,2,positive
5514,hyder khalid h veri true dont even realis nonsens say jhoot kay pawoun nahin,0,negative
5515,bengal waalo ko bulaa k mamta didi ki sarkar goraan faydaa hoga bengal k logo ki sympathi milegi,2,positive
5516,india ye jo boll raha h n abe digvijay ka kacch ka naada banja hamesha teri patrkarita,0,negative
5517,veri nice sir yeh diya sateek jawab pakistan ab bhi sudhar ja nahi terey yaha sai jitn,0,negative
5518,aara sirji itna tagda vision ki loksabha bhi sirji apna kaam na ginvapa,1,neutral
5519,hum tumhein yaad kart hain ibadat ki tarah tum bhi kabhi yaad karlo buri aadat ki tarah,1,neutral
5520,rout 774 ki koi gadi nhi h jo h 2 se 3 hrs ki time pr ye kesi parivan suvidha h dtc transportminist nan,1,neutral
5521,kisn kiya band kab kiya bank kyu nh le rahi h sikk shopkeep se yrrr plssssssss someth yeh baat govt tak forward karo nan,1,neutral
5522,[ vote ] joy nomin beauti icon 2019 brand year award tutori thread ?? redvelvet ht nan,1,neutral
5523,yogendrayadav isko saal ko nanga krke geel rumaal se maaro yehi log democraci danger ka randi rona krte hai nan,0,negative
5524,plate laga hai car pe fir kya dikkat hai hanuman ke bhakt kabhi niyam nahi tort hai ab tum cha,1,neutral
5525,tak apa attent get better divert awar tweet heheh lose anyth anyway nan,1,neutral
5526,haramkhor aam aadmi aadmi,0,negative
5527,jab tum charact loo ho gay yehi haal hona tha kya ummid ley ke aye thi kya kar diya tum ne desh nan,0,negative
5528,handsom littl dude baj happi famili nan,2,positive
5529,funni uncl say  doubl 7 yeah laugh guy despair ????,0,negative
5530,bsdk halala ki aulaad nanga kark marunga nan,0,negative
5531,movement make everi indian proud jai hind vand mataram ????????????????,2,positive
5532,bharatiya pm ka sab se pahla kam sahi ke nam jai hind jai hind washi nan,1,neutral
5533,welfareatitsbest dera sacha sauda pujya guru ji ki prerna par chalt hue dera anuyayi jaha insano k nan,1,neutral
5534,agar bjp walay dalal bolti h rahul gandhi congress presid bne rhe taki unko fayda ho,1,neutral
5535,best guru know u rock live show alway love u kabhi hamar citi mein bhi live,1,neutral
5536,sweet ???? good morn msg papa ji bless pita ji sewa simran parmarth good health ???? mondaymorn,1,neutral
5537,love looo h1ll ?? even tho bria ghetto ?? nan,2,positive
5538,gadkari sabs bada sahase sabs bada imaandaar sabs bada neeti sabs bada niyat sabs bada vis,2,positive
5539,samjha nahi miftah friend nan,2,positive
5540,rehn dijiy rubika ji bechara bada educ aur knowledg lagta h regard social media ???????? nan,1,neutral
5541,jitni bahutmat se chunav jita uss hisab se toh pure india ek tum hi intellectu ho baki toh school nan,1,neutral
5542,wan na dedic song one favorit one plz listen nan,1,neutral
5543,eh indiffer see parent get murder cool bat car roll anoth versio,0,negative
5544,kill say woh soney ka bhi ban jay uski woh ehmiyat nahi hoti,1,neutral
5545,pan 1 'm huge sinner 2 'm 18 3 friend fav show 4 want cheez-whiz 5 humor way,2,positive
5546,ab ye unki galti thori hain unko inshallah boy play well ke aag angrezi aati nahi score board mein likha,0,negative
5547,sharma4 congress aur rss ki vichardhara ek hi hai congress ko khatam hone 70 saal lage bjp au,1,neutral
5548,eid mein taiyaar hone ke baad khud ko kaala teeka laga lena kyun main nahi chahta tumh kisi ki n,1,neutral
5549,niklo tum bhe phir kis ka intzaar hai stop act nan,2,positive
5550,sb sy zyada jhoot inteshar tum log phelatay ho media walay,0,negative
5551,ilavia rt y'all expect ism tere ghata mere kuch nhi jata ???????????? nan,1,neutral
5552,thegiftofeduc dera sacha sauda run free primari school poor chi,1,neutral
5553,realli sad mayb sad music help nan,1,neutral
5554,good morn pita ji pls bless sewa sumrin parmarth bakso ji pledgeagainstcorrupt,2,positive
5555,krishna bie aap ( gaali nahi de raha aap wali ) izzat wali aap bol raha hoon haan,0,negative
5556,thank aatal jee aapko dhanyabad modi jee vi aapk bato par dhayan de,2,positive
5557,teko kya problem hai bhai hijab say yahi problem hi bjp ki bhakto ki hamar mazhab may neeji cheezo may tang ada,1,neutral
5558,best morn guru pa ji .???? pls bless n sewa simran ???? nan,2,positive
5559,achha hi hay samajh nahi aati enjoy music nan,2,positive
5560,jab sab kuch acha chal rha hota hai khud hi log apna bigad kart hai aur jab samay kharab chal rha ho kitna b,1,neutral
5561,dear sir jis tarah se bjp ne jdu aur partyion ko sirf ek seat offer kiya lagta hai bjp apn,2,positive
5562,well yeh throwback - share banata hai action modisarkar2 modiswearingin quiet good view nan,1,neutral
5563,itni imandar ki congress ke pairo gir gai ls elect sir kam kr lo ap log twitter twitter mat khelo nan,0,negative
5564,dugl pan ki bhi hoti yaar modi se puchhn ki aukat hai tumhari kaladhan lanemandir banan act 370,0,negative
5565,good jai shree ram jai bajrangbali har har mahadev jai maa durga devai namah namah,2,positive
5566,mahogan get love friend & dont think thatll ever chang fr whole heart nan,2,positive
5567,shaheedo ke parivar wale en logo ke hisab se bebkuf hai ye jo apn bacho ko desh par sahe hone ke li nan,2,positive
5568,universe8 wo khti hain na kuttay ki dun kabi sidhi nhi hoti apka b yehi hal hai bhai,1,neutral
5569,khan g ooo chaal oyee bakwa bund ker koi serious ill nahi hai jo routin ki hai bein,0,negative
5570,tum log khud shah ki gunda imag promot kart rehto ho fir koi liber bole usko gunda toh gaali dene,0,negative
5571,go real life alway worri somebodi els babi get togeth ?? nan,0,negative
5572,?????? shehla ke sath mil ke mujra hi kiya lekin vo bhi isk kam nahi aa rha vais jo sawa,0,negative
5573,get well soon sir aap jaldi ghar ayeng ye kamna karta hu nan,2,positive
5574,[ 1028 ] hiiiii ur easili one cutest moot love ur content huhu swear im gon na finish read ur au nan,2,positive
5575,love u bhaijan father + son bharat iambharat best pic entir promot mashallah,1,neutral
5576,respect honebl pm sir aap ko bahut bahut badhai ho aap ko outh lete dekh dil dima,2,positive
5577,give ur time temporari ppl also mileston kyunki un yado ke sath zindagi jo jini hoti hai teamtatti nan,1,neutral
5578,nation kutt bhonkt rehat hain nan,1,neutral
5579,qki text kabhi jazbat samn nhi aat na wo ehsa na wo aasu behtr apni jazbat ka khud qadar kr le .?? nan,1,neutral
5580,mai ye kahta hun ki jo jcbkikhudayi dekhn jane ko na kahe wo indian hi nahi hai dilsedesi ?? jcb divid,1,neutral
5581,ab lagta hai social media ki aabo hawa mei sudhar aayega chunavkhatam apna kaam kare warna apprais mei apk number zar nan,1,neutral
5582,ye kale badbudar hindu ne tumh 1971 pel pel ke adha kar diya ?????? ab,0,negative
5583,iss bda kutta dalaal mc bc aadmi sport media mein koi nai isk jais dallon ko toh tihar jail,0,negative
5584,true dat jah oaa shit rn nan,1,neutral
5585,aditi talaf6 hahahahaahahaa htttt matlab kya 15daystobharat nan,2,positive
5586,tdb huh ok worri know good th,2,positive
5587,hum abhi tak tums baat kar rahe hai bahar log yeh bhi nahi kar rahe hong hum jais sabhi tump haseng por,1,neutral
5588,bhiya tehtullafz segment best ! ! ! ! ! ! ! ! ! ! ! ! dil krta sunt hein rhein ?? ?? allah bless u bhai ) nan,2,positive
5589,rohatgi jabardast repli diya iss ghamandi ko isk bhaav badh gay hain last year se b,1,neutral
5590,sala bharatiya naam rakhta,2,positive
5591,wonda month ramadan posit heart desir prayer famili friend grant insha allah nan,2,positive
5592,surya mam huge fan ?? biggest wish meet stay pune kabhi gareeb par kripa kardo ??? nan,2,positive
5593,janamdin ki dher saari shubhkamnayein may god bless great health long life may th,2,positive
5594,railway se union ko hatana hai ye chor hai sb nan,0,negative
5595,mujh ek baat samajh nahi ati ki sab kuch pata hote hue bhi aap virod nahi kert ho jiss bjp apni manmani ker r,1,neutral
5596,tani abe haattt tum flop logo ki aukaad hi kiya h chutiya log ja aapijaan ki chaplusi kar bad,0,negative
5597,sifarshi hypocrit nepot best typic patwaran zameer jab patwarion wali harkata,0,negative
5598,worldcup2019 babi world cup aagya sath mai deke haan babi theek hai lekin mai iss bar chennai super ki,1,neutral
5599,look good t-shirt love iss band pe har chij suit karti hai perfect ?????? nan,2,positive
5600,owaisi kind person jo saala 20minut k bhashan mein 15min aankh band kar leta hai woh khud n,2,positive
5601,socha tha eid pr clear skin ho g perfect makeup hoga bohat piyari lago g lekin kambakht pimpl bh eid manan k liy,2,positive
5602,love better sabi nung kanta sa playlist ng kapatid ko hmm nan,1,neutral
5603,barkha congratul hope minist wil nan,2,positive
5604,thank good wish,2,positive
5605,jab tak ham sab ko hamar 15 lakh nahi mileng ji apko jane nahi deng baar nahi doge 2024 l,1,neutral
5606,kisiko zabardasti pakad kar maarkar usk mooh se jai shriram bulwayeng toh kya ram jee khush ho jaayeng ?? yahi,1,neutral
5607,far away twt thank much giveaway ???? nan,2,positive
5608,haraami budday sarfaraz fact one repres countri,0,negative
5609,kyun ki hindu dayaban hote hai immandar hote hai punya kart hai paap nehin nan,2,positive
5610,heart break pakistani fan 54 chin bad start,0,negative
5611,digit kya bakchodi hai flop actor ko batman bana diya isska haal ben affleck se ghatiya hoga nan,1,neutral
5612,ki india itni izat h k agar ye musalman pakistan ko galiyan dena chor de india wale,1,neutral
5613,ab kya hoga ?????? boycot hindi news channel 3 month want debat ?????????? khud nan,1,neutral
5614,bharat ke pardhan mantari ji ko bahut bahut mubarakbad umid hai ki bharat ke savidhan aur lok tantra,1,neutral
5615,daddi prasad congratul keep good work best wish nan,2,positive
5616,shafiqu drop name ask question .?? 1 age 2 height 3 fav song 4 birthday 5 bad habit 6 best friend 7 goo nan,1,neutral
5617,bro ye pakistani chutiy ex-hindustani aur ex-hindu hai iski maa ne kisi chutiy mul,0,negative
5618,ye jais log jhut b jor se confid se bolt inka ky,1,neutral
5619,congress like  jao ja ker kah godi media se cong waalon ne paagal kutton ke saamn roti daalna bandh kar di,0,negative
5620,zada pleasur mine nan,1,neutral
5621,wisg mani mani happi return day anna ????????? ungaloda kanavug aasaig ellam niraiv,1,neutral
5622,chor ki dp qazi faiz isa chor hai khuda ka wasta apney naam se yeh dr hata pleas beg u nan,0,negative
5623,hoooooy selo si aq char keleg eneb hehe happi u babe ?? nan,2,positive
5624,chapter 4 fun littl car show au geet littl angst littl plot solo boy drama,1,neutral
5625,jin ko imam parchi lgta hai babar selfish lgta hai imad ki worth smjh nai ati amir team mn kiun wapa aia ye nai,1,neutral
5626,hobi u tweet say pick line u hehe nan,1,neutral
5627,krishna ladka ?????? investig journalist hai har cheez ko thok bajaa ke dekhta hai nan,2,positive
5628,ontrarian sena khair mubarak nan,2,positive
5629,wooooo hoooooo ! ! ! ! ! yesssss happi ! ! ! ! ! nan,2,positive
5630,tweep vo pyaar hi kya jisn self respect ki band na bajayi ho nan,1,neutral
5631,global agenda sirf modi ji ke pas hai congress 72000 se vote kharidna chahti thi aur desh ke agend,0,negative
5632,bahut zyaada yaar log kitnay ganday aur zaalim hain doosron ki betiyon ki zindagiyan ujaartay hain,2,positive
5633,modi ji kya apko subramanium swami ji se nhi banti sabs intellig leader hay apk poor bj,2,positive
5634,allah na kray k ye manhoo insan dobara kabi pakistan azab ki surat naazil ho jitni,1,neutral
5635,ka kalkata polic ne cbi offic ko kutt ki tarha pitagordon pakra arrest kiya aur polic statio,2,positive
5636,aj 1'o clock pr jana nhi aap ko bhi politician ki list mein shamil kr dia jay ga ?? ???? nan,1,neutral
5637,ye old ho gyi news ab ?? phle btana ta nan,1,neutral
5638,khan jai hanuman gyan gun sagar jai kapi tihun lok ujagar ram doot,1,neutral
5639,ka beta bhosdiwala dusr ka tweet copi karta hai tweet chor sale madarchod ais follow nhi badheng nan,0,negative
5640,thank .. ! boy jeeti raho ?? lumin,1,neutral
5641,happi b'day dakter saab bhagwaan aapko achchi sehat aur bohat lambi umar dein aur aap hum sabhi,2,positive
5642,salam ali'kum gud morn ???? nan,2,positive
5643,got 10 % vote urban center like chennai coimbator veri good nan,1,neutral
5644,hey guy follow hun ?? k 1k krwao main new dp dekhni ha iski ?? achi bandi ha follow back dy dy gi interac nan,1,neutral
5645,sir namast hame aap par aapki sarkarki ekta par pura bharosha h isliy ham mppsc select assist profess nan,2,positive
5646,coz w / ur one smile felt good alreadi ?????? nan,2,positive
5647,oo aunti say jai shri ram sens posit vibe around us blood destruc,2,positive
5648,huma u must said k main patwaran houn aur wo sab samajh gai houngay nan,2,positive
5649,jeetu bhaiya ram ram nan,2,positive
5650,raat waqt ki pa'band hai dhall jay gi * dekhna yeh hai charaghon ka safar kitna hai ! ! !,2,positive
5651,gandhiji ke baar aaj naidunia aaya hai editori page par onlin check karna aur thoda pa,1,neutral
5652,param aadarniy modi ji ham jaunpur jila bjp korean justin v modi ji korean dubai pm banan k j li,1,neutral
5653,harianto terima kasih bapak presiden terima kasih bapak menteri desa gaji tpp kab murung raya kalimantan nan,1,neutral
5654,court wo modi se pehl bhi ja chuka hai 5 saal feku ne k,0,negative
5655,love go raptor fire babcock true toronto spirit haha nan,0,negative
5656,weldon armi chief salam ho apko pak armi ko kash aes faisli civilian govt bi hothi billion ka fraud kar,2,positive
5657,nazriya hay kya onka ye kesa nazriya hay jo pechl 30 saal se paya e takmeel ko nahi pohanch saka ?,1,neutral
5658,sp ullu ki patthi jyada chillaegi san fool jaegi vap pakistan bhag bhi nhi paegi ab khatir,0,negative
5659,kutt sale bol ais raha jese gandhi raj ye sab hua hi nahi tab kaha chhipa betha tha,0,negative
5660,bear bhai tu kitana bhi jor laga le teri nahi chalan waliter se jyada bade kand isk aag dam tod chuke,1,neutral
5661,sir bahut bahut badhai regard rajesh parmar parsad n n dun uk,1,neutral
5662,absolut love new song kabirsingh tujh kitna chahn lage hit right note shahidka nan,2,positive
5663,7 good morn jumma mubarak ?? first jumma mubarak ramadan ? stay bless rememb prayer ?,2,positive
5664,happi birthday resul pookutti - filmi duniya help line 8866681188 / 2288 / 3388 / 4488 resul pookutti,1,neutral
5665,abe teri politic iss nafeat per hi chal rahi hai tujh apn vote bank chinta hai kanhi modi usm sendh na laga de ?? nan,0,negative
5666,aik singer r dancer ko kia pta k muslim umma ka dard kia hta h tm stage perform ho whi rho apni,0,negative
5667,sir aap hamari bhavisya ki ummid ho best aap ek din jarur safal hovog hame aaps bahut,2,positive
5668,congratul boy sumit rathi aryan lamba select india u19 squad ?? make us proud ???? aamar nan,2,positive
5669,baukhlahat apko hai sinha ji ram ram jpa kariy subah sham age ho chuki hai kuc,1,neutral
5670,lolwa bhai kyun ban pubg pubg ki kya glti hai ism ? ? ? bc 06-jun ghnte game khelog mareng hi log ghar waal,0,negative
5671,gadkari jai hind hardik subhkamnay best leader beauti team write,2,positive
5672,dhone ki jaroorat nhi moje dr ko donat kar anesthesia ke inject nhi lageng cost cut ?? nan,1,neutral
5673,85 % dikha follow badan ke chakker fan ka chu jo kaat wo samo,0,negative
5674,aaj ke time studi boht mehengi hoti ja rahi h agar studi mehengi ho jayengi hum jese logh padh nahi payeng nan,0,negative
5675,sir aap ki jit aap ki mata ji ki den hai jo bhagwat katha kara kar pure amnour ham sab par,2,positive
5676,pura roza kharb kardiya inhoni bus esi ki tension hot hun leap k bad kiya hoga nan,0,negative
5677,malum ye kaun si ladai ki baat kr rha h ? ? ? ? ? ? garmi muffel pahann se ladai raast kisi bhi vyakti se thapp,1,neutral
5678,news live apno ne bhi na socha k ujri ga t0 kidar jay ga aashyana jin ka na ho wo parinday aksar mar hi jatey hein # ???_????? nan,2,positive
5679,mas creew slm new super heppiiineeessss dan sllu ceria ... .??????????????????????????????????????????????? dan slm,1,neutral
5680,tweet nan,1,neutral
5681,mane ae nathi samjatu pure bharat ek hi com surxhit nahi vo musalmn dusr com ko koy problem nahi ...,2,positive
5682,iqbal129 chota sa garib desh pakistan karj duba huva na ink team english aati 105 pe hote pichl 11 match hare ???????? nan,1,neutral
5683,ji hardic badhain subhkamnay ji maa ambica ji ( kangra fort old kangra hp ) yash kirti vaibhav ka subh ashirvad pradan karen ji nan,1,neutral
5684,bollywood song  duniyaa  origin base akhil khaab tune know feel,1,neutral
5685,malawia come releas first singl readi monday inshallah nan,2,positive
5686,awaaz maim aapko apni problem bataya aap log sunt hi ni hai pahredaar bolt h consum,1,neutral
5687,ye beggerdesi troll ke layak nahi inh time deke apna,1,neutral
5688,khan7 happi new year ho sorri ???? good morn shit ???? happi birthday uff ???? want 2 say best wish ur wedd nan,1,neutral
5689,nostalg memori doordarshan snake ladder antakshari chitrahar holiday nainit phantom sweet ciga,2,positive
5690,kia 92 k world cup mai petrol 4rs mehenga hoa tha cwc19 ptigovern nan,1,neutral
5691,well known pracharak said - >  sangh kuch nahi kartha hai swayamsevak kuch chodth nahi hai ,0,negative
5692,bhut achi bat hai thakur prgya gribo ko madt kregi veri good pragi gi nan,2,positive
5693,jai shree ram randigiri band kar de tera patan bhi nishit hai ab bhi moka hai sudhar ja muslim ka,0,negative
5694,tere jese ghatiya logo ko jute mar mar ke samjhnaa cahiy gdp import hai ja hindu muslim dall nan,0,negative
5695,bhojpuriya star baar 2019 lok elect cha gye log margaret bht dukh ki baat hai koi bihar se chunav nhi l,1,neutral
5696,yadi ak bar aapka aashirwad mugh desh ki sewa karn ka mil jay mai bhi dhaniya ho jau mai aasha,1,neutral
5697,love pak armi blood ????? dil k agr hazar hazar lahoo hoja us lahoo ka ek ek zara yahi kahe,2,positive
5698,desh ka bantadhar kara ke rahog,0,negative
5699,time fav actor padmashre paresh rawal ji ko janamdin ki subhkamnay babu bhaii god bless u,2,positive
5700,sardana ji dangal pannel like khud bjp spoke person bjp spoke person rrs ka admivhp ek,1,neutral
5701,bc ko koi elect hota tum pm zarror bant chaddi sukhan ke alwa aandi mei tumn kuch kaam n,0,negative
5702,blog heavyweight congressman vadra pehl hi badnaam hai gandhi famili ko rokn ke liy vadr,2,positive
5703,9 oi decept oi reader went long next happen know 10 alway stay infront screen nan,2,positive
5704,se saf hogaya babaji hindu muslim kon kar raha apn bola tha kutt ke dum ko 12,1,neutral
5705,ivan rrr ek baat samjh nhi aati muslim wale issu itn sensit q ho jatey hai ser pe itna mat baithao ki utarna nan,0,negative
5706,shukar hai uss din ho gay warna mera toh india jaana mushkil ho jaata singh recal 2007 nan,1,neutral
5707,insan pita ji pleas bless father sister kid & near & dear alway remain fit & live l nan,2,positive
5708,?????? sach tu mulla hi nikla itni ghatiya english mera kutta bhi nahi bolta ???? nan,0,negative
5709,tu pappu ke degre aur citizenship ko ko hi clear kar le pahal nan,1,neutral
5710,hehe give updat 's go world cricket aajkal,1,neutral
5711,hameshaa jung ko promot karti rahi hein ham log hamari goal ptaa nhi kia hein nan,0,negative
5712,ya allah grant us good dunya hereaft forgiv us sin ?????? amin nan,2,positive
5713,aishwarya rai get beauti ? ! ?? bulleya - ae dil hai mushkil,2,positive
5714,mam hmlog waisa bhi aajtk dekhta hai par aaj aapna ya glt bola ki modi ji ki maa aajtk dekh rhi hai,2,positive
5715,daikhtay hain aap ki tabde ka caravan kab apni lane chang karta hai kuen k aap ko b har 5 saal ba,1,neutral
5716,hm iss year england ko underestim mt kro endgam sbse danger team h iss wc ki nan,2,positive
5717,main video nahi dekha aisi word wo tujhs yaar ummid nahi thiii ? ? ? nan,1,neutral
5718,happi birthday seatmat ! ! ! thank kasi masginanahan ako mag-ar kasi katabi ko kayo ni dom hahahhah thank r,2,positive
5719,kuch jamini taur pe kam karo sir paid news kyun chalat ho himmat hain bjp ke khilaf bhi patalkari kark dikhav nan,1,neutral
5720,aaj boht samos khane ka mann karra hei ???????? love ultim akshay kumar ????,2,positive
5721,proud u yogi sir congratul behtarin jeet k liy jai shree ram nan,2,positive
5722,sach ye hai ki hindu hi shikar hote aay hain ab tk per ab nhi hone deng jitni awaaz buland kar,0,negative
5723,shame ashrafia kitna maal jama kerog haram khoro sab yahim chor ke mar jate ho lalac,0,negative
5724,ram ram sabji bhaiyo ko,1,neutral
5725,joker bane gumt hai dress code tho abba ne sikhaya nahi beizat beabaru hoker gum raha hai yeh paki nan,0,negative
5726,pag uminit talaga dugo ko dahil sa mga fan damay pati pusa ko grrr sorri na nan,1,neutral
5727,af chutiy saal ..,0,negative
5728,bhai ye koi bolo bjp ko intern media ko bhi thoda paisa khilay gandi gandi baatein faila rahe h anti,0,negative
5729,madam kal hum diwali se bhi zyada patak phodeng modi ji k jeet k khushi main fir ek baar modi sa,2,positive
5730,diya tha inko follow back abb nzr ni aati ye pta ni q nan,1,neutral
5731,allah pak ap ko sabar ata farmay ye wahid packag hy jo har hakoomat awam ko free milta hy ???? nan,2,positive
5732,bajrang bali ki jai meethhi meethhi baatein 's pm modi say balakot airstrik happen,1,neutral
5733,ab khud hi dekh le apjisk irad itn kmzor hai k thodi si problem jo nirankush srkar dwara dhai gyi haiuspr apn,1,neutral
5734,sargun ki entri pe ravi hai sharmaay unk saath super talent aparshakti bhi hai aay srgmplilchamp sat-sun 9 pm nan,1,neutral
5735,gr8 job sir indian ho jo terrorist failay unko maaro salut jahil kahi k india ka naam badnam kr,2,positive
5736,assalamu alaikum ???? alvida jumma mubarak hu aap sab ko ?????? beshaq ?? dua yaad rakhna dil bohat uhdass h ?? koi hum nan,2,positive
5737,hater kha buddh ko world cup squad le liy h ?? bc agr dhoni ki jgh tumko khilat centuri mar lete kya,0,negative
5738,oh swara whi u troubl campaign loser 's accha u campaign,1,neutral
5739,sahi kaha aapn par dekho inko kitni nafrat hai ink dil india ke liy humn,0,negative
5740,club live music jlwa one best place go wednesday ?? juggysandhu duniyaa,2,positive
5741,realli thought cute omfg,1,neutral
5742,mahrastra ka nirman ho chuka haii aur tere gundo ki sena ki jaroort nahii  - bas tere jais gundo ka,0,negative
5743,ism tera ghata mera kuvh nhi jaata ... ???? best wish lol ??,1,neutral
5744,mein bhim armi ke sansthapak chandar shekhar ajaad ji ko sadar pardam kata hu aur mein kahana chahat,2,positive
5745,ram ram sir ji plg hard request parshan eye oper ya 1 eye chang plg sir yai mere fath,1,neutral
5746,abe khud se pati hai pata nhi hindu ladkiyon ko kya hua muslim ladk ko hi phansaati hai p,1,neutral
5747,ab naxali kutt hame terror ki baat samajheng nan,1,neutral
5748,modi ji desh ke liy bahat hi hitkar kam kiy jo swachh bharat abhiyan,1,neutral
5749,yar dakho ka atna follow ho b ga huma koi pochta hi nahi ?????? . btw mara chand ak follow kar lo iss,0,negative
5750,prerna bakshi tum jsise log ho jinko koi nahi janta koi nahi puchta koi aukat nahi tum jaiso ki yahi k,0,negative
5751,gupta ji elect khatam ho gay hain pakistan ko jeen un becharon ke l unhi ke lo,2,positive
5752,filter definit repli bc itna khatarnak dhamki aaj tak kisin nahi diya hoga nan,0,negative
5753,even listen person like paap kind get lost,2,positive
5754,bhashaon sabhi ke sanyam hona chahiy ye ek khel hai jism haar jit lagi rahti hai parodi,1,neutral
5755,ohhhh made green heart even greener ! ! ! ! stronger luv support darren ! ! ! !,2,positive
5756,bangladesh -336 run highest team total icccricketworldcup2019 sabs bada total iss team ko halk na lo nan,1,neutral
5757,sir fan fan readi eager wait shadaa besabri naal u,1,neutral
5758,nahi aisa nahi hai baat leader ki hoti hai nawaz / zardari aay hi lootn ki,1,neutral
5759,27 shame u apna pole dekh lo ziyada log apki es beghairti mei sath ni den gye nan,0,negative
5760,love twitter girlfriend wth ???? shehnazmalik tamanna nan,2,positive
5761,hmne record tod like kiy h ... ???????????? nan,1,neutral
5762,dogl ko kabhi bhi bjp samil nahi karna chahiy wais bjp khuda hi samajhadar haiisn gujrat el,1,neutral
5763,maun vrat hai kya wais bhi offici spokesperson nahi hai toh kya hua aapk samarthak,1,neutral
5764,isko goli maro zaldi varna desh main astirata fail zayega par des droh ki charg laga kar jail,0,negative
5765,nobita jo cheez allah ki banai hui ho wo kbhi ugli nh ho skti ap phr b insaan ho nan,2,positive
5766,biggest congratul sir hamaar jodhpur ka naam roshan krne k liy bahut bahut badhaayi nan,2,positive
