,ROWID,TWEETS
1976,1977,howz it possiblee.. and ksee bhai jan
1977,1978,Bhai kia karne arahe ho
1978,1979,Bhai ko mera salam
1979,1980,ok ap chahe 5pm pe aana par online hona
1980,1981,Ekbar meri dream koh sach kardona bhaii
1981,1982,friend yahan internet bahat slow .. hai./.. sorry
1982,1983,sab se bada my hun salman khan ka deewana
1983,1984,kya aap bengali language bol sakte ho?
1984,1985,hey bajrangbali bas aaj ek reply mil jaye..
1985,1986,Sir mai sab me se eak alag salg fan hu .Maine suna apka apharan huwa
1986,1987,sallu bhai plz ab toh a o jani
1987,1988,Bhai plz plz jaldi aao
1988,1989,Hi salman bhai i am sameer thandi hawa ka jhokha..
1989,1990,Bhai jaan .. plz ek bar mera name typ kr k hii bol do plzz bhai?
1990,1991,Aaj meri admission thi. But bed nahi mila. Isliye admission ho nahi payi. Isliye main yaha chali ayi. :) :) :)
1991,1992,bhai aa jao
1992,1993,Sallu agia fb pe
1993,1994,3.58.. ohh cant wait :)
1994,1995,"Salman ji , aap ko haleem pasand hai?"
1995,1996,Muj ko ap sab ke dowa chahiye fans
1996,1997,bhai jaan kidhar ho aap
1997,1998,My heart is beating for u..hr ek pl ke liye hum aur hamari family aapke liye dua krti h..duniya kuch bhi khe hme kbhi koi fark nhi padhta..aap aur aapki family hamesha khush rhe aise hum log dua krte h..
1998,1999,Bhai 2 minute
1999,2000,Bhai sabko reply kaise karoge
2000,2001,aa jao na..plzz
2001,2002,Hii.am ur big fan.i wnt ur photograph wid ur autograph.mera qustn apse h ki apki khubsurti ka raj kya h
2002,2003,Baat khtm krni hai ya khani suru soch lo :v
2003,2004,suru kar do yaar
2004,2005,sir 2 mints left
2005,2006,5 pm bje krenge direct bt mere saat
2006,2007,Hii sallu bhai i m ur biggest fan..kya aap bataege ki aapne acting konse acting skool me sikhi..plss bhai tell me
2007,2008,bhai hm log wait kar rae h
2008,2009,Sir life me ek baar apko milna he aapko milna he
2009,2010,Aap ko letter b likhy hain shayd ap tk puhnch jaye..
2010,2011,meri dua aapke sath he
2011,2012,kaha ho..aap salman
2012,2013,Bhai aap mahan ho
2013,2014,Intzar.. ho gye mere salmaan.. sir ki aae na kuch khabr sir ji aapki..
2014,2015,Advance eid mubarak salman bhai
2015,2016,Bhai 4 baj gaya bhai kaha ho bhai? Please reply karo na bhai
2016,2017,4 bj gye bhai.. aa jao ab
2017,2018,bhai 4 to bj gaye kaha ho aap assalamu aly kum namste sastrikal adab
2018,2019,aaj ki party bhaijaan ki tarf se fb par
2019,2020,bhai apke is blockbuster movie bajrangi bhaijaan ke bare me kuch gadhe na jane kya kya bakbas kr rahe hai aur ahmedabad me to movie ki release pr ban lagane ke liye appeal bhi ki hai ap kya kahoge bhai
2020,2021,vai may Bangladesh se hu. may chatahu app ek bar ki lia Bangladesh me jorrur aenge
2021,2022,ok sallu 2mint letest
2022,2023,Are kaise pata chalega ke online ho
2023,2024,Sir jodhpur se hu bs wait kruga apka airport pe fir se milna kuch dena bhi j
2024,2025,plz tell me bhau salu miya ji
2025,2026,Sbka nhi maloom meri hr dua aapke liye h
2026,2027,salamin alaykum salman khan jumma bubarakho how are you
2027,2028,4 bjne hi wali hai
2028,2029,Salman bhai ap vadio chat kro gy
2029,2030,Bas ek mnt hai
2030,2031,hii how r u ..aap ye btaye ki aap lucknow kyu nhi ate hai n agar ayeto mjhe plzz inform kare..plzz
2031,2032,Kya baat kiya be shashi
2032,2033,bas 1 min aur
2033,2034,mujhe kaise pata chega ki aap aa gaye hai
2034,2035,slman plzz m apse milna chahti hu..apko ek bar dekhna chahti hu..m apki bot bdi fan hu dil se..reaallyy i like u..i like ur natur..
2035,2036,bahi 4 baj gaye praty abhi baki hai
2036,2037,1 min bhaai
2037,2038,sirf ek Selfie lene hai aap ke sath
2038,2039,lambi line hai aapke chahnewalo ki.unme hum shyad apko dikhe bhi na :(
2039,2040,Aa jao bhaijaan
2040,2041,BHAI AAO AB
2041,2042,Aap bhi bohot handsome lag rahe the aur baachhi bhi bohot cute thi. Charming song. Mazza aa gayi thi. :) :) :)
2042,2043,Helo salman.sir
2043,2044,bajrangi bhaijaan 1st day 1st show jaumga main
2044,2045,bhai kha ho
2045,2046,Kaha reh gye
2046,2047,kaise ho bhaijan?? eagerly waiting for 17th
2047,2048,Aa gaya bhai
2048,2049,Bhai 4 bajgaye yr.. Ek baar plz
2049,2050,4 baj gaye par baat abhi baaki h
2050,2051,haa bhai pls come in vrns
2051,2052,plz aayeye sir jhuth bole to smjh lena aap ek meri jitni achi fan gwa doge aap sir
2052,2053,Sal me kam se kum 3 movie kiya kro salman bhai
2053,2054,hlw salman sir.
2054,2055,Ase baat karoge aap comments pr??
2055,2056,Vai mai dur se baat kar raha hu :'(
2056,2057,salman mughe aapki ek bat sabse acchi lgi
2057,2058,baat kaise hogi itne sare log to baat krna chahte hai
2058,2059,please help me mein fb page par chat kese karu salman bhai ke sath??
2059,2060,Bhai kese hum ap se bat karsakeing.. Salman Khan
2060,2061,Assalaam o alaikum bhai
2061,2062,4 baj gaye ana abhi bhi baki h?
2062,2063,Apna bhai sallu bhai d everlasting men :-)
2063,2064,4 baj gai leken sallu abhi anna bake hai
2064,2065,Bhai jaldi ao
2065,2066,it's 4'o clock
2066,2067,Salmaann pls baat karo
2067,2068,Bhai plz aao jaldi
2068,2069,bhai ap boht ache hn Allah ap khush rkhe
2069,2070,1min jyada hogya bhai aao na
2070,2071,Salman bhai jai ho. Blessings to bajrangi bhaijann. ..
2071,2072,4 pm ho gye bhai
2072,2073,4 baj chuke h bhaaijaan
2073,2074,ok ab mai ja rhi hu byee..jhuth bolw kauwa kaatw kaale kauwe sw aap dariyo salmaan sir
2074,2075,4 baj gaye bhaijan bhaijan ji :-* <3
2075,2076,4 bjh gaye sir
2076,2077,bj gye 4ab aja mere yar
2077,2078,4 bhj gye lekin salman bhai kider hai
2078,2079,Kidar ho bhai
2079,2080,salman 4 bja gye
2080,2081,Bhai kidr ry ly tu.
2081,2082,Aap apni selfie le k prfl pic pe set karo kyuki salman khan name k kafi I'd h
2082,2083,Jaldi ajaw bhai Namaz mey jana hey
2083,2084,hello bhai ji
2084,2085,Bhai aa bhi jao ab time ho gya
2085,2086,"dekho 4 baj gaye,phir bhi aana tera baki hai."
2086,2087,4 baj gae jhute
2087,2088,4pm ho gye
2088,2089,kaha hoo vai? ajao or intezar nehi hota
2089,2090,4 baj gaye lekin party abhi baki h..
2090,2091,Plz rply sir
2091,2092,Kaha ho bhai?
2092,2093,4 bje gae lekin bhaijan ka abhi ana baaki h
2093,2094,Bewkoof bana rha hai koi .Salman itna free nhi hai. Jo chat krne baithey. Fake account hai yeh
2094,2095,Bhaijaan kaha he aap?
2095,2096,Plss suno na
2096,2097,sir 4 baj gaye aao na plz
2097,2098,"Bhai mein apka buhat bra fan hon pakistan,sindh,karachii"
2098,2099,india me to 4 baj gye agar aap London betha h to pta nhi
2099,2100,Bhai life mera sirf ek hii khawb hai.. Apke. Sath ek selfiee bhai
2100,2101,Hello salman bhai..
2101,2102,bhai dhakka na den
2102,2103,Kamaal karte ho pandey ji whr r u
2103,2104,bhai bt nhii krne thii too mna kr dtee mere phn ki bttry bhi low hoo gyee.. :(
2104,2105,bhaii kaha ho??
2105,2106,sar aap chaho to yek bar hum she bat kare
2106,2107,sare logo se ke hogi bat
2107,2108,4 baj gye hai lekin..Bhai abhi tak aaye nhi
2108,2109,Bhai ne fool bna diya sabko hahahhah
2109,2110,Hlp me bhai plzz help me
2110,2111,nai ata kamina salman khan sabko pagal banara lolz
2111,2112,BAJ GYA CHAR
2112,2113,Hii salman I form mardin we are love you bolly fans Turkey love you love you come in turkey come in Istanbul muahh?? you we salman bhaii I love you muah ?? you are films likee? my favorite films chori chori chupke chupke ??
2113,2114,Yr salu bhai jaldi idhr pk m loadshafing hojaegi :D
2114,2115,bhai kha hai aap
2115,2116,avi aap ajaona plz
2116,2117,Bhai n nend a Rahi hai bhut Tez ki
2117,2118,Kab aaoge aap
2118,2119,bhai kha ho?
2119,2120,Bhai.post plz
2120,2121,Bajrang bali ki jai
2121,2122,Salman ji wakai aap h ki koi fraud bnata h humlogo ko 4 bj gae h
2122,2123,bhai 4 baj gaye kahan ho aap
2123,2124,Salman bhai aap humse kaise baat karonge bhai
2124,2125,Bhaijaan mamo ya na mano main apka sabe bara fan.. Apke lia sachme jaan vi hazir hai.
2125,2126,bhaiyya pls baat kijiyega dil mat todiyega
2126,2127,4 baj gaye lekin party abhi baki hai
2127,2128,It's 4pm sir
2128,2129,kya bhaijaan frank kar rahe ho jaldi aao
2129,2130,Salman Bhai..Mri Bf mjhse jada apko pyar karti h..or islie mjhe usse bht pyar h kyunki wo mjhse jada apko pyar karti h
2130,2131,sallu bhaijan.pls aa jo ab
2131,2132,bhajrangi bhaijan official page me jao baat karne k liye
2132,2133,Bhai rolaoge kya aa v jao
2133,2134,bhai aaj ki party ye song film dikao na please
2134,2135,Ek baar mene jo commitment ki to fir me apne aap ki bhi nhi sunta! ;-)
2135,2136,tym kbka ho gya..whr r u
2136,2137,BHAI apka being humen trust kesa chal RHA he
2137,2138,Bhai 1 bar rply chahiye aapka kha ho sir
2138,2139,Abhi nai bhai
2139,2140,"apja ek vi film miss nehi karta, kisaka film k lia theatre jau ya na jau.. 2-3 Bar min. Apka film thetre mein dekhne zarur jataa hun dosto ko leke."
2140,2141,bhai aagya bhai aagya
2141,2142,Aaray Yaar koi toh bolo sab comment kar re khali kispe baat karinge bhi
2142,2143,tym ho gya 4pm ho gaye where ru??
2143,2144,Sallu Bhaijaan aapko #BajrangiBhaijaan film se kaunsa gaana sabse zada pasand hai?? ??
2144,2145,4 baj gaye bhai aab too aao naa plez
2145,2146,salman sir plz bat kijiye na hum sb se plz plz
2146,2147,Bajrangi bhai jan kis type ki picture hai log halla kyo macha rahe hai
2147,2148,Salman bhai kaha hai
2148,2149,kya bath hai mere dost kay apmere sath film karoge
2149,2150,kamal krte ho yar pandey ji 4 baj gye or aap abi tk nahi aaye
2150,2151,"love u vaijaan, always aapki intezar main rahtahu,,aapki ek zalak or aapki movie ka intajer main rahtahu..Allah aapko khush rakhe or salamaat rakhe esi dua kartahu..Ameen"
2151,2152,4pm Salman kha ho
2152,2153,sr ji 2 mnt xtra lay li..ab itne dr apko jyada baat krni.pdegi :*
2153,2154,Salman time pura hogya ajao na fb pe
2154,2155,itz 4.02pm
2155,2156,pls bhai kuch btao ..BB ke bare me
2156,2157,Bhai sab ko pagal samjha h kha ho
2157,2158,Are maska kyu mar rhe sallu bhai rply dedo
2158,2159,Puri duniya se ziyada apko like karta Hon
2159,2160,Hello koi hai ?
2160,2161,Ind k 4 bje ya pk k 4 bje ;)
2161,2162,Ur fav footballer ?
2162,2163,Bhai apni dusri site pe busy hai shayad lekin yaha aayenge jarur
2163,2164,Hello bade bhaijAAN
2164,2165,Sallu bhai so. gyee kyaa
2165,2166,Abe ye koyi salman ki real prf thodi hai
2166,2167,Beingsalmankhan.. Kaa haa ho yrr.. Aaiieytoh sahi :)
2167,2168,4..baj gy ..but party abhii bakii hai..vo bhi saalluu miya bhaijaan ki..
2168,2169,1 rply sir plzz
2169,2170,Chalo shuru karte ha bhai
2170,2171,Kaha ho tum
2171,2172,Kitna tym aurr ji
2172,2173,Sir 4 baj gaye
2173,2174,Sallu bhai mera tharafse ramzan mubarak ho
2174,2175,bhaijan kahan ho
2175,2176,sirr..khan ho..goli toh ni de re??
2176,2177,Kaha par hai
2177,2178,It's 4.3 pm
2178,2179,Kya karte ho salman yr
2179,2180,bhai roze se hu jaldi aa hao:'( :'( :'(
2180,2181,Bhai profile pic mxt HAI change mat krna
2181,2182,itd 4:03
2182,2183,Bhai 4 baj gye h
2183,2184,Salman kha ho
2184,2185,Biryan acchi milti yha in bhopl
2185,2186,4 baj gae bhaijaan..
2186,2187,Bhai majak tha kya? ;)
2187,2188,4 baj gaye lekin salman ji nahin aye. :/
2188,2189,4 baj gye lekin bhai abhi gayab h
2189,2190,4 baj gye lekin salman hJi kha h..
2190,2191,hello sar g keshe ho aap
2191,2192,bhai ap sach me humari savalon ka javab denge na bhai
2192,2193,Kisine mazak toh nai kiya
2193,2194,Ap ramzan ma rozy rakhty ho?
2194,2195,Bhai kasam se bata do ki shadi kab karr rahe ho warna mai kuwara marr jaunga
2195,2196,4 baj gaye Lekin sallu sir ki entry abi baaki hai..
2196,2197,aa jao sir 4 to kb ke baj gye
2197,2198,bajrangi bhai dar gaye is idd me lagta he
2198,2199,i hop ap reply jrur kroge..ap apne fans ka dil kbi nai todroge
2199,2200,Bhai aa jaao ab intejaar nhi hot
2200,2201,Bhaijaan aapka driving licence bam gaya ya nahi??
2201,2202,bhai in sb ko mirchi wali samose khilao bahut chilla rhe h
2202,2203,ha bhai plzz sab se pehle mere sath
2203,2204,are wait kro jaruri thodi na hai 4 bje ka bola hai to 4 bje hi aaye
2204,2205,Sir kaise milega reply ;-( itne logo mein
2205,2206,4:5 hoge
2206,2207,every sec. 300 ppl cmnt
2207,2208,sir plz plz
2208,2209,Ek new status pe baat krte haii ;)
2209,2210,4 baj gaye bhai
2210,2211,bs refresh krte ja rha hu reply nhi aa rha bhai ka
2211,2212,Salman bhai zinda baad aur Un k dosuman mordabaad kon kon is se zehmat hia
2212,2213,4:02 IST where r u?? mein yaha tu wahaa..zindegi hai kaha??
2213,2214,hii..salman bhai
2214,2215,aaiye na jaldi kabi tho time dijye janta pyar karne wallo ko..
2215,2216,sir 4 bag gaye aap kab baat karoge
2216,2217,chalre sale terishe kon bat karega tu kon hai
2217,2218,kaha h bhai jann
2218,2219,4 baz gye..ab to ajao mere bhai.. :-(
2219,2220,Bhai 4 baj gaye kaha ho jaldi ao
2220,2221,Nhi aya yar
2221,2222,kha ho tum bhaijan
2222,2223,kya huaa bhaijan
2223,2224,"hello Sallu bhai , kaise ho aapp bhai ? mei aapka badaa fan huu bhai :)"
2224,2225,4 baj gaye lekin bhai aana abhi baaki hai ;)
2225,2226,4:04 over
2226,2227,Bhai movie main social message kya hai batao
2227,2228,kisse karenge bro aapke to fan bhi bhut hai
2228,2229,bhai work hai kya..hume bhi hai thodi der baad but plzz tution jana hai:(
2229,2230,veer ji aa gai mai karoo start yo yo yo jai salmann :)
2230,2231,Arrey kmaal krtey ho Hm sb wait kr rhey h
2231,2232,Bhai kitne baje
2232,2233,Khade khade pak gaya bhai ketna w8 karawoge ?
2233,2234,Bhai kaha ho aap
2234,2235,Aapko bachpan se hi apna best hero mana..aapne na aajtak kisi comment ka reply na likes..aaj sad hoon main..aap bahoot bhoot hit do..laken main ab sad hoo..aap mere favroute hero rahoge laken ek baar like ya comment de te to accha rehta ..thanku
2235,2236,Juz in last 5 mints.. 500 comments and 100 likes.. Itz juz awsum
2236,2237,Salman..bhai ..aap dekh rahe ho kya kitne fans aapki wait kar rahe hai..just Hello to kehdo Sabko
2237,2238,sirji nhi bat karenge ab
2238,2239,bhai aapko bajrang bali ki kasam aa jao
2239,2240,salman sir plzz aa bhi jao its 4:02
2240,2241,kaha par ho app bhai ? jaldi aa bi jaw
2241,2242,4 baj gaye lekin bhai abi aaye nahi..
2242,2243,Salman khan meeting me bzy he kal online aaye ge wo
2243,2244,4 baj chuke hai salman
2244,2245,bhai pls kabhi mathura bhi aao na yaha apke diwane bhare pade hai .pls kabhi yaha bhi darshan do apke fans pagal ho jayenge apko dekhkr bhai
2245,2246,Salman plz cm?
2246,2247,Aap kahan hai hum aa gaya
2247,2248,Hmm..tum hare liya agyei hu..Salman :*:*
2248,2249,Katrina ranvir ke saath hai..tum kya kor rahe ho
2249,2250,pllzz baat kijiye naa i am waiting kab se
2250,2251,Are sir aj apke liye 4g internet pk dalwaya hai..ab aa bhi jao.. ;)
2251,2252,It's 4:02 sir
2252,2253,bhai 4 baaj chukay hai party abhi baqi hai
2253,2254,kya hua bhaijan..??.
2254,2255,sayed app busy ho..kohi bat nhi hum samj te he
2255,2256,Yaar baj gaye bhai..reply?
2256,2257,bhai bolo to sahi
2257,2258,dabang 3 ? Kab
2258,2259,kaha ho bhaijaan..??
2259,2260,Batao na bhai mene aapse 3question puche hai
2260,2261,Me kara intjarr tera.. ..
2261,2262,sir kiya huwa hai aap ko kuch to bolo ek baar call koro na bhai jaan 918399840411
2262,2263,kaise krenge yrr// twitter pr ya fb pr sum! tell me
2263,2264,Bhai hume fool to nahi bana rahe na
2264,2265,Helloo 6 mint upar ho gayy
2265,2266,lagat hai salman serf aapka he time qeemty hai hamara nahi?
2266,2267,kaha gaye sir
2267,2268,wt hapen ab mt bolna 5bje krenge bat
2268,2269,bhai india my 4 baj gy
2269,2270,Bhaijan kese ho
2270,2271,Aa jao bhai
2271,2272,Areyy baat kaha krni h ye to btana tha
2272,2273,bhai ap ka hum marte dam tk wait kere gen
2273,2274,c0mment scroll kar kar ke hairan hogaye hum
2274,2275,4 baj gye sir
2275,2276,Bhai apni har ek film mai atif ka 1 toh gana jaroor daalna
2276,2277,Sir bhajrangi bhaijan..sabse achii film hogi..boollywodd mein. ..I wish
2277,2278,Mein apke sath jacqueline ka b fan hun
2278,2279,Bs kya bhai
2279,2280,4 baj gaye..par party aabhi Baaki he..sallu bhai
2280,2281,Salu bhai mary yaqen hy ap mary ko lft karawogy.
2281,2282,Nhi mili kick
2282,2283,bhai bhauii khaa hooio
2283,2284,Ek baar maine jo commitment kar di uske baad apne aap ki bhi nhi sunta..
2284,2285,Sir it's 4.o6pm
2285,2286,aaj Facebook pe lagta h sabse jyada comments ka worl record ban jayega
2286,2287,"Subah se 3:30 ka wait kar rahe hai, aapne 4pm bhi ho gaye.. Ab toh aa jao aap plz plz"
2287,2288,Star logon ke nakhre yaho hote hai abhi inka 4 nahi baja
2288,2289,yes actully its 4.06 ..
2289,2290,Salam sucuk sosis salman
2290,2291,sone do ..aajayenge apne aap
2291,2292,Kahan gayab ho gaye??
2292,2293,kya hua sir?
2293,2294,hallo bhai jan kaise hai mai aapka bahut bada fan hu
2294,2295,Salam bhai Jumma mubarak
2295,2296,bollywood ki shan apna bhaijaan
2296,2297,Hlw aapko nhi ana to bewkuf to mat bano
2297,2298,Aise mat karo yaar..plzz
2298,2299,Don't worry bhai aap aaye nhi toh bhi chlega
2299,2300,Bhai kaise ho?
2300,2301,bhai ap Hollywood movie kab kar rahe ho??
2301,2302,Bhai kya mazak hi ye 4.6 ho gye
2302,2303,bhai helo hi bol do..
2303,2304,kabhi to waqt pe aya kro salu miya..
2304,2305,Bhaijaan kaha ho aap..##plz baat karo..## meri beti aapki bahut bari fan hay..##
2305,2306,Nhi aayege woh busy promotion krne mein .sunday ko kapil ke show mein jao. Face to face
2306,2307,hi salman vai..
2307,2308,4 bj gye hai kb aaoge online
2308,2309,Aby bhai sarfaraz t hy dhoka nae dyga.
2309,2310,Samir Shaikh Shayd bhaijaan ne mazak kiya :-D
2310,2311,heloo sallu bhaayi
2311,2312,Bolo sub hahahaa
2312,2313,i cnt wait moree plzz comee :(
2313,2314,Bhai jldi aa jae
2314,2315,Sab kya hoga
2315,2316,bajrangi bhaijaan all time blockbuster
2316,2317,4 baj gye bhai
2317,2318,Bhaii aao na kha ho
2318,2319,#salu bhai ap bas bachio ko reply kartay ho :p
2319,2320,abe salman khan yaha logo ko bewakuf bana raha he aur log ban b rahe he per me nahi banoonga samjha be bajrangi
2320,2321,bhaijan kaise ho??!?
2321,2322,Aja 've Bhai tera rastâ€¦ udheek de ha?
2322,2323,Bro ap to baat karo 4:00 kap tak baj gya
2323,2324,Chutiya banadiya sab ko
2324,2325,ok mere saath phn pe baat e karenge?ya whats app pe?boliye jaldi..
2325,2326,Baby now itz allready 4.06 com naa waiting ..
2326,2327,Bhai aap may bara fan hu please aap number mujhe mallum nhi
2327,2328,itna wait to kbhi GF ka b nhi kiya
2328,2329,Hello..salman khan ji..
2329,2330,Ok sallu bhai
2330,2331,bhai kaha ho ap
2331,2332,"But bhaijaan Ji , aapki movie Ki shooting ka kya ?? Prm rtn dn pyo!"
2332,2333,Hi salman bhai..kya hal hai apka
2333,2334,Sir ji app ksy hoo??Hmlogo k apk flim k bauth din sa intyjar tha so..Ap k film bajrangi bhaijan jarur dkhgy..We LOVE YOU.SALMAN Sir..
2334,2335,Bhai aap ke may bara fan hu please aap number mujhe mallum nhi
2335,2336,Mujhe sirf itna puchna hai KiAap har waqt itne log aur bodyguardWe ghire rehte ho hum jese aap KOKaise mil sakte hai??Please give answer.
2336,2337,Hii salman bhai
2337,2338,I know bhaI jaan ka hamesha ki tarha net khrab ho geya hai
2338,2339,are kya hua bologe bhi kha ho
2339,2340,kaha ho vai..kuch batao..kaise ho..
2340,2341,hey mery inbox mai msg agay salman ka yahoo\
2341,2342,Ab aa jao sir 4 bj gye hm wait kr rhe h
2342,2343,Kitthe reh gaye sallu ji 04:07 ho gye
2343,2344,Bhai.. Kese ho.. Aur intezaar nhi hota jaldi aao
2344,2345,bhai 2 din se wait kar raha ho aab to comment karo
2345,2346,AaP nahi aaoge
2346,2347,Hy salman bhai
2347,2348,Salman bhai s phon no loo yarr
2348,2349,salmaan# bhai# aap# hamare# chahete# kalakar# ho# aapko# dil# se pasand# karte hai but ham sab ki dil se tamnna hoti h aap se mil sake or apka didar kar sake
2349,2350,I love you. I fill you. I think you and marnasa pahla apsa 1bar milongga jaroor. I'm from Bangladesh.
2350,2351,plzz slman ap jrur reply krna hm apka w8 krre h
2351,2352,sab bekar h.. koi nhi aane wala .. salman nhi aayega
2352,2353,Ap late ho ap ne apne cometment pori nai ki
2353,2354,sallu bhai.. kaha ho thum??
2354,2355,Apki PA team ki watch kharab h shayad..4 toh baj gaye..:-(
2355,2356,hm baarish ho rahi hain to netwark problem to hogi hi
2356,2357,Salman khan pagal hai
2357,2358,lgta hai bhai ka watch slow hai ;-)
2358,2359,Sir pleaz jalde ao
2359,2360,hi salman sir apka dhan kidhar hai apka fan idhar hai#akki
2360,2361,kaha ho..ji salman ab to kuch bolo na
2361,2362,"jumme ka din hai, chatting ki baat hai. allah bachaye mujhe, fake pages se."
2362,2363,Bhai jaan . aa bhi jao ..
2363,2364,"sir pls ek reply de do..main to ish khushi se hi pagal ho jaunga..pls sir,pls..i beg to you."
2364,2365,bhai plz 1 br bat kr lo
2365,2366,Bhai tym ho gya..
2366,2367,kia h0A sal00 bai..?
2367,2368,Abitna bhi kya sharmana
2368,2369,Aa bhi jao ab itna late kyu kr rhe ho..wait kr rhi hu salmaan sir ji plz kb aaoge online aajo aajo
2369,2370,Main apse milna chahta hun
2370,2371,Bhai kaha ho aajao
2371,2372,Bhai 4.10 hua jaldi aao na
2372,2373,are yaar bhai se baat hogi ya nhu
2373,2374,It's 4:10
2374,2375,Fav..food kya hai
2375,2376,salluu aa bhi jao :'(
2376,2377,Bnai aap keh rhe ho ki me muslmano ke bina bajragi bhaijaan hit kroga yhe sach h..
2377,2378,arre ap to aaynge nhi hm ja rhe h..
2378,2379,Aaja sham hone aayi .mousam ne li angdai.
2379,2380,4 indian standard timing means 4:15 ? Pranam bhai ? ..
2380,2381,A bhi jao mr.salman kaha ho
2381,2382,bhai apne 3:30pm bola tha fir 4:00pm bola ab 4:10pm ho gaya hai .this is not fair
2382,2383,kya hua..bhaijaan..
2383,2384,Bhai jaan kha ho Salman khan
2384,2385,sir ji ye achi bat nhi he ki aap apne fan se majak kre
2385,2386,Are Bhai ko kuch bat bolo. q ke hum ya pe bohat sare fan ho . is k liye aanahi raha hai. waise b bo kitne k sath bat karenge.
2386,2387,salmaan sir hm aapse milna chahte hai plz sir..
2387,2388,Salu bhai awo na.
2388,2389,4 pm to kabka baj gai ..pr aap ho kaha Bajrangi Bhai jaan
2389,2390,kya bhai kab aarhe ho
2390,2391,Helo..bhia kaise ho..!! :)
2391,2392,bhai aao n
2392,2393,aur aap kaise he
2393,2394,Salmann aa intezaar idhar ? tere liye ?
2394,2395,Aajo ji ab
2395,2396,Bhai roja ramdan me weit nhi karwate
2396,2397,4.10 ho gayi ab to :(
2397,2398,nhi aoge kya bhaijan
2398,2399,Ab to aa jao jnab ..plz aajo
2399,2400,jb talak ap na aaoge m na jaunga FB se
2400,2401,bhaijaan 4:11 ho gya. kb aaoge aap
2401,2402,"kaya huya, kaha hai app,hum logo ko murga to nehe banareha hai?"
2402,2403,Ek saath bulao sab..
2403,2404,Hlp kr do mri plzz bhai
2404,2405,Theek hai bhai bahut hua ~~
2405,2406,BHAI ab intezar itna bhi karvai ye
2406,2407,Kmal krty ho pandy g itna sara vett??
2407,2408,u r muslim soo app rozay rakh rhy hoo
2408,2409,yeh salman khan ki purani aadat hai.. late aana :p
2409,2410,ma na ja ohir bhai ko post office behja ha ap ko kch snd karna k lia.magar pata nhe apka adress tak nhe pata ya pir kia waja ha
2410,2411,Bhai kuch to bta
2411,2412,Dabang kha ho
2412,2413,Ajao bhai jaan kha par ho
2413,2414,m apki bot bdi fan hu
2414,2415,Salman bhai plz mene apna gf ko bola dat u vl Say hello 2 me plz mere ijjat uske sAmne bane rhe uske lye mujhe Hello Ajay bol diye na plzz apka pair parta ha
2415,2416,dhoka de diya bhaijaan..
2416,2417,Hero ki entry last me kyun hoti hai abhi pata chala
2417,2418,Pavan kuman ..abhi toh ajao..
2418,2419,Bhai aap kaha hai
2419,2420,BHAI ab mujse aur wait nhi hota aapka wait 3.30 se kr rha ho
2420,2421,aap ache ho na ? body shody bana rah ho na
2421,2422,Wait karana achi baat nahi hoti hai bhai.. Bhai sirf rona baki hai
2422,2423,Bhaijaan kamaal karte ho
2423,2424,try kariye ap mese kisi se to bat kar hi lege
2424,2425,plz pakistan si r kaisa behjon
2425,2426,Unke namkaran ke time sab jan the kya sallu sallu what??
2426,2427,Kha pr baat kre
2427,2428,bhaijaan kha ho
2428,2429,Chalo.kuch nii bhai koi kaam me fas gye honge aap
2429,2430,luv u sallu..:-*
2430,2431,Sallu bhaai i am w8 4r bajrangi bhaijaan..
2431,2432,Bhai ap nai ayenge tab-tak natural call bhi accept nai karunga??
2432,2433,Bhai aao na fir
2433,2434,salman bahi uar best
2434,2435,bhai apka ghadi slow hai kya
2435,2436,Hello sir ji salmaan ji itna late kyu ho rha hai plz jaldi reply kro plz i m waiting for ur response
2436,2437,Salu bhai main tek hun ap suna wo kia kr rhy ho.
2437,2438,Salman best of luck for bajrangi bhaijan..iss baar bhi sare record tod degi..inshallah
2438,2439,4:00 baj gya sir
2439,2440,Jaldi ago bhai
2440,2441,SALMAN KHAN BHAI CHAR BAJGYE PAR PARTY ABI BAKI HAI
2441,2442,Salman bhai nahi ayenge
2442,2443,apko ana padega
2443,2444,Bhai maa aap ka sabse bada fan puri duniya mein aur bhai jodhpur sha ho
2444,2445,Kis kis ko jawab dungachalo ek lucky draw karta hu
2445,2446,"or kitni 4..,"
2446,2447,Arey saab apse to hmm ptivate mai milunga?
2447,2448,Hum dil de chuke sanam..
2448,2449,Eid ke phle realese mt krna sir jee..
2449,2450,Lub ju bbye
2450,2451,Bhaijan mere bhabi ko or kitne bakhath samalkhe rakhogeJara mujhe bhi dekhna hay.. :)
2451,2452,sorry frnds bhai nahi aa sakte
2452,2453,Upar waale ne insaan ko sbse upar kyaa diya Dimaag diya hKyu diyaa h Sochne k liye 2-4 gf side me rkhne k liye
2453,2454,Agar bhai ka 1st day 1st show nahin dekha toh yeh jaan rehne ka kya fayda
2454,2455,"Bhaii jaan waiting fr uu..:(:(:(:(:(:,(:,(:,("
2455,2456,"bhayiaa u lukin so superb at movie Bajrangi Bhaijaan,,Aise hi hamesha hum fans ko pyar dete rahe.Itna hi kaafi hai mere liye.Love you bhayiaa"
2456,2457,Apna liya toh saab jetha hai dusra kai liya jina wala koh farista kahatai hai
