,Unnamed: 0,ROWID,TWEETS,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
2280,2280,2281,Salu bhai mary yaqen hy ap mary ko lft karawogy.,salu bhai maryyaken hya upmary ko ko lift karavogy.,0,neutral
2281,2281,2282,Nhi mili kick,never meet,0,neutral
2282,2282,2283,bhai bhauii khaa hooio,bhai bhai kho ho hoio,0,neutral
2283,2283,2284,Ek baar maine jo commitment kar di uske baad apne aap ki bhi nhi sunta..,"once upon a time, i did not listen to my own words.",0,neutral
2284,2284,2285,Sir it's 4.o6pm,sir it's 4.op,0,neutral
2285,2285,2286,aaj Facebook pe lagta h sabse jyada comments ka worl record ban jayega,ajfc abookpe lagt hbse zyd c ommentsk vorlrecord banjayeg.,0,neutral
2286,2286,2287,"Subah se 3:30 ka wait kar rahe hai, aapne 4pm bhi ho gaye.. Ab toh aa jao aap plz plz","have been doing vatka from 3:30 in the morning, you have become 7 birds. ab toh aa jao ap plz plz",0,neutral
2287,2287,2288,Star logon ke nakhre yaho hote hai abhi inka 4 nahi baja,"the people of the people are here, there is nothing like this",2,positive
2288,2288,2289,yes actully its 4.06 ..,yes actually its 4.06 ..,1,positive
2289,2289,2290,Salam sucuk sosis salman,salumsuksukis salman,0,neutral
2290,2290,2291,sone do ..aajayenge apne aap,let go of sleep,0,neutral
2291,2291,2292,Kahan gayab ho gaye??,where are you lost ??,-3,negative
2292,2292,2293,kya hua sir?,what just happened?,0,neutral
2293,2293,2294,hallo bhai jan kaise hai mai aapka bahut bada fan hu,hello brother how am i born,0,neutral
2294,2294,2295,Salam bhai Jumma mubarak,salam bhai jumm mubarak,0,neutral
2295,2295,2296,bollywood ki shan apna bhaijaan,bollywood&#39;s son-in-law bhaijaan,0,neutral
2296,2296,2297,Hlw aapko nhi ana to bewkuf to mat bano,hlw apko nahi an to bawkuf to be mt,0,neutral
2297,2297,2298,Aise mat karo yaar..plzz,do it like this,2,positive
2298,2298,2299,Don't worry bhai aap aaye nhi toh bhi chlega,"if you don&#39;t come, you will go",0,neutral
2299,2299,2300,Bhai kaise ho?,how are you,0,neutral
2300,2300,2301,bhai ap Hollywood movie kab kar rahe ho??,"bhai app hollyvod mowiye, what are you doing?",0,neutral
2301,2301,2302,Bhai kya mazak hi ye 4.6 ho gye,it&#39;s funny that it became 4.6,4,positive
2302,2302,2303,bhai helo hi bol do..,hello hello bolo॥,0,neutral
2303,2303,2304,kabhi to waqt pe aya kro salu miya..,"sometimes, i am in trouble.",-2,negative
2304,2304,2305,Bhaijaan kaha ho aap..##plz baat karo..## meri beti aapki bahut bari fan hay..##,भैजान् कह हो आप्॥ plz baat karo .. मेरी बेति,0,neutral
2305,2305,2306,Nhi aayege woh busy promotion krne mein .sunday ko kapil ke show mein jao. Face to face,you will come to the bus promotion promotions. join the beauty in the show of sports. fca to fca,1,positive
2306,2306,2307,hi salman vai..,he salman vai,0,neutral
2307,2307,2308,4 bj gye hai kb aaoge online,४ bjye hai kb aaoge online,0,neutral
2308,2308,2309,Aby bhai sarfaraz t hy dhoka nae dyga.,abhay bhai surfarzhth dhok naye dyag.,0,neutral
2309,2309,2310,Samir Shaikh Shayd bhaijaan ne mazak kiya :-D,samyukha shayed bhaijaan made fun: -d,4,positive
2310,2310,2311,heloo sallu bhaayi,hello sallu bhai,0,neutral
2311,2311,2312,Bolo sub hahahaa,say goodbye,0,neutral
2312,2312,2313,i cnt wait moree plzz comee :(,i cut wait more plan come :(,-1,negative
2313,2313,2314,Bhai jldi aa jae,come soon,0,neutral
2314,2314,2315,Sab kya hoga,why would it be good,3,positive
2315,2315,2316,bajrangi bhaijaan all time blockbuster,bajrangi bhaijan altime blockbuster,3,positive
2316,2316,2317,4 baj gye bhai,it&#39;s 4 o&#39;clock,0,neutral
2317,2317,2318,Bhaii aao na kha ho,come on brother,0,neutral
2318,2318,2319,#salu bhai ap bas bachio ko reply kartay ho :p,reply to,0,neutral
2319,2319,2320,abe salman khan yaha logo ko bewakuf bana raha he aur log ban b rahe he per me nahi banoonga samjha be bajrangi,"abe salman khan, these people are becoming stupid and people are becoming stupid.",-2,negative
2320,2320,2321,bhaijan kaise ho??!?,how are you bhajan?!?,0,neutral
2321,2321,2322,Aja 've Bhai tera rastâ€¦ udheek de ha?,aj &#39;they are bhair terra ritual â € धे,0,neutral
2322,2322,2323,Bro ap to baat karo 4:00 kap tak baj gya,talk to bro,0,neutral
2323,2323,2324,Chutiya banadiya sab ko,chutiya bandiya sabko,0,neutral
2324,2324,2325,ok mere saath phn pe baat e karenge?ya whats app pe?boliye jaldi..,"ok, talk with me, what will you do?",0,neutral
2325,2325,2326,Baby now itz allready 4.06 com naa waiting ..,baby now it already 4.06 com nap waiting ..,0,neutral
2326,2326,2327,Bhai aap may bara fan hu please aap number mujhe mallum nhi,i don&#39;t like your number,2,positive
2327,2327,2328,itna wait to kbhi GF ka b nhi kiya,itn vait se khil gf ki bahan,0,neutral
2328,2328,2329,Hello..salman khan ji..,hellosalman khan zi,0,neutral
2329,2329,2330,Ok sallu bhai,oxallu bhai,0,neutral
2330,2330,2331,bhai kaha ho ap,you say yes,1,positive
2331,2331,2332,"But bhaijaan Ji , aapki movie Ki shooting ka kya ?? Prm rtn dn pyo!","but bhaijan ji, what are you going to do? dear friend!",2,positive
2332,2332,2333,Hi salman bhai..kya hal hai apka,he is salman bhaiyakya hall,0,neutral
2333,2333,2334,Sir ji app ksy hoo??Hmlogo k apk flim k bauth din sa intyjar tha so..Ap k film bajrangi bhaijan jarur dkhgy..We LOVE YOU.SALMAN Sir..,sir ji app ksy hoo ??,0,neutral
2334,2334,2335,Bhai aap ke may bara fan hu please aap number mujhe mallum nhi,i don&#39;t like your number,2,positive
2335,2335,2336,Mujhe sirf itna puchna hai KiAap har waqt itne log aur bodyguardWe ghire rehte ho hum jese aap KOKaise mil sakte hai??Please give answer.,i only know that you are so busy this time and you are surrounded by people like you are caucasay mil saikte ??,2,positive
2336,2336,2337,Hii salman bhai,hi salman,0,neutral
2337,2337,2338,I know bhaI jaan ka hamesha ki tarha net khrab ho geya hai,i know that this is not the case,0,neutral
2338,2338,2339,are kya hua bologe bhi kha ho,"hey, how are you going to say",0,neutral
2339,2339,2340,kaha ho vai..kuch batao..kaise ho..,"where are you, how are you",0,neutral
2340,2340,2341,hey mery inbox mai msg agay salman ka yahoo\,hey very into may mug away salmon ka yakov\,0,neutral
2341,2341,2342,Ab aa jao sir 4 bj gye hm wait kr rhe h,now let&#39;s go to the 4th,0,neutral
2342,2342,2343,Kitthe reh gaye sallu ji 04:07 ho gye,kithe reh gaye sallu ji 04:07 ho gaye,0,neutral
2343,2343,2344,Bhai.. Kese ho.. Aur intezaar nhi hota jaldi aao,brother how are you. and wait soon,0,neutral
2344,2344,2345,bhai 2 din se wait kar raha ho aab to comment karo,"if you have been waiting for 2 days, do it now",0,neutral
2345,2345,2346,AaP nahi aaoge,you will not come,0,neutral
2346,2346,2347,Hy salman bhai,"yes, salman",1,positive
2347,2347,2348,Salman bhai s phon no loo yarr,salmon bhai sfonno loo yrr,0,neutral
2348,2348,2349,salmaan# bhai# aap# hamare# chahete# kalakar# ho# aapko# dil# se pasand# karte hai but ham sab ki dil se tamnna hoti h aap se mil sake or apka didar kar sake,salman #bhai #you #our #favorite #kalkar #is #like #your #heart #does #buthamsab that heartfelt wish he could meet you and see you,2,positive
2349,2349,2350,I love you. I fill you. I think you and marnasa pahla apsa 1bar milongga jaroor. I'm from Bangladesh.,i love you. i fill you. i think you and marnasa paula as bar milongga harbor. i'm from bangladesh.,3,positive
2350,2350,2351,plzz slman ap jrur reply krna hm apka w8 krre h,plzz slman upjrr reply krn hm apk v8 kre h,0,neutral
2351,2351,2352,sab bekar h.. koi nhi aane wala .. salman nhi aayega,सब्बेकर्ह्॥ no one is coming. salman will not come,-1,negative
2352,2352,2353,Ap late ho ap ne apne cometment pori nai ki,it is up to you to fulfill your own intentions,2,positive
2353,2353,2354,sallu bhai.. kaha ho thum??,sallu bhai. kah ho thum ??,0,neutral
2354,2354,2355,Apki PA team ki watch kharab h shayad..4 toh baj gaye..:-(,"your husband&#39;s wife, khara bhabh gaye",0,neutral
2355,2355,2356,hm baarish ho rahi hain to netwark problem to hogi hi,"if it is raining, then there will be a networking problem",-2,negative
2356,2356,2357,Salman khan pagal hai,salman khan is crazy,-2,negative
2357,2357,2358,lgta hai bhai ka watch slow hai ;-),it is a fear that the world is slovenly ;-),-2,negative
2358,2358,2359,Sir pleaz jalde ao,only plays soon,0,neutral
2359,2359,2360,hi salman sir apka dhan kidhar hai apka fan idhar hai#akki,"your salman is only your wealth, your fun is here #akki",3.5,positive
2360,2360,2361,kaha ho..ji salman ab to kuch bolo na,"where are you salman, you say something",0,neutral
2361,2361,2362,"jumme ka din hai, chatting ki baat hai. allah bachaye mujhe, fake pages se.","jumme ki din hai, chattieng ki baat hai. allah save me from faked pagans.",2,positive
2362,2362,2363,Bhai jaan . aa bhi jao ..,well done. come on,0,neutral
2363,2363,2364,"sir pls ek reply de do..main to ish khushi se hi pagal ho jaunga..pls sir,pls..i beg to you.",please give me a reply. i will go crazy with joy.,0.6666666667,positive
2364,2364,2365,bhai plz 1 br bat kr lo,please be patient,1,positive
2365,2365,2366,Bhai tym ho gya..,"yes, that&#39;s right.",1,positive
2366,2366,2367,kia h0A sal00 bai..?,who is a b.sl00?,0,neutral
2367,2367,2368,Abitna bhi kya sharmana,abitin bhi kya sharman,0,neutral
2368,2368,2369,Aa bhi jao ab itna late kyu kr rhe ho..wait kr rhi hu salmaan sir ji plz kb aaoge online aajo aajo,"come on in, take a look and enjoy yourself! salman&#39;s plz kb aaoge online today",2,positive
2369,2369,2370,Main apse milna chahta hun,i want to meet you,1,positive
2370,2370,2371,Bhai kaha ho aajao,"come on in, take a look",0,neutral
2371,2371,2372,Bhai 4.10 hua jaldi aao na,"brother 7.10, come soon",0,neutral
2372,2372,2373,are yaar bhai se baat hogi ya nhu,hey yaar bhai hai bhi hagiya nuhu,0,neutral
2373,2373,2374,It's 4:10,it's 4:10,0,neutral
2374,2374,2375,Fav..food kya hai,why is fever,0,neutral
2375,2375,2376,salluu aa bhi jao :'(,sallu come also live: &#39;(,0,neutral
2376,2376,2377,Bnai aap keh rhe ho ki me muslmano ke bina bajragi bhaijaan hit kroga yhe sach h..,you are saying that i am not a muslim without bajragi bhaijan hit krog. this is true.,0,neutral
2377,2377,2378,arre ap to aaynge nhi hm ja rhe h..,arre apto ayenge nhi hm j rhe h.,0,neutral
2378,2378,2379,Aaja sham hone aayi .mousam ne li angdai.,today i came to know sham,0,neutral
2379,2379,2380,4 indian standard timing means 4:15 ? Pranam bhai ? ..,4 indian standard timing means 4:15? pranambhai? ॥,0,neutral
2380,2380,2381,A bhi jao mr.salman kaha ho,"oh brother, mr. salman, where are you",0,neutral
2381,2381,2382,bhai apne 3:30pm bola tha fir 4:00pm bola ab 4:10pm ho gaya hai .this is not fair,bhai has become 3: 30 p. bol. f: 9: 00 p.,0,neutral
2382,2382,2383,kya hua..bhaijaan..,what happened,0,neutral
2383,2383,2384,Bhai jaan kha ho Salman khan,bhai jankh is salman khan,0,neutral
2384,2384,2385,sir ji ye achi bat nhi he ki aap apne fan se majak kre,it is only good that you have fun with yourself,3.5,positive
2385,2385,2386,Are Bhai ko kuch bat bolo. q ke hum ya pe bohat sare fan ho . is k liye aanahi raha hai. waise b bo kitne k sath bat karenge.,"say hello to my brother. there is a lot of fun on k hum humay. he is happy for this. by the way, bob will talk about how much.",3.5,positive
2386,2386,2387,salmaan sir hm aapse milna chahte hai plz sir..,"salman sir, we want to meet each other, plz sir.",1,positive
2387,2387,2388,Salu bhai awo na.,salu bhai avo na.,0,neutral
2388,2388,2389,4 pm to kabka baj gai ..pr aap ho kaha Bajrangi Bhai jaan,4 pmto kabk bajgai,0,neutral
2389,2389,2390,kya bhai kab aarhe ho,what are you doing,0,neutral
2390,2390,2391,Helo..bhia kaise ho..!! :),hello how are you :),0,neutral
2391,2391,2392,bhai aao n,come on,0,neutral
2392,2392,2393,aur aap kaise he,and how are you,0,neutral
2393,2393,2394,Salmann aa intezaar idhar ? tere liye ?,salman a a intezar idhar? for you ?,0,neutral
2394,2394,2395,Aajo ji ab,aajo zi ab,0,neutral
2395,2395,2396,Bhai roja ramdan me weit nhi karwate,we do not do it every day during ramadan,0,neutral
2396,2396,2397,4.10 ho gayi ab to :(,"7.10, it has been done :(",0,neutral
2397,2397,2398,nhi aoge kya bhaijan,why would you pray,1,positive
2398,2398,2399,Ab to aa jao jnab ..plz aajo,aab to aa jao jnb apps today,0,neutral
2399,2399,2400,jb talak ap na aaoge m na jaunga FB se,"when you speak, i will not come from jong phub",0,neutral
2400,2400,2401,bhaijaan 4:11 ho gya. kb aaoge aap,it is 4:11. when will you come,0,neutral
2401,2401,2402,"kaya huya, kaha hai app,hum logo ko murga to nehe banareha hai?","why are you saying app, hum people have to be chicken then they are not?",0,neutral
2402,2402,2403,Ek saath bulao sab..,call it all together.,0,neutral
2403,2403,2404,Hlp kr do mri plzz bhai,hlpkrdo mri plzz bhai,0,neutral
2404,2404,2405,Theek hai bhai bahut hua ~~,that is brother-in-law. ~~,0,neutral
2405,2405,2406,BHAI ab intezar itna bhi karvai ye,that&#39;s all there is to it,0,neutral
2406,2406,2407,Kmal krty ho pandy g itna sara vett??,what should be done?,0,neutral
2407,2407,2408,u r muslim soo app rozay rakh rhy hoo,and keep up the muslim fast,0,neutral
2408,2408,2409,yeh salman khan ki purani aadat hai.. late aana :p,this is the old man of salman khan. latte aanp,0,neutral
2409,2409,2410,ma na ja ohir bhai ko post office behja ha ap ko kch snd karna k lia.magar pata nhe apka adress tak nhe pata ya pir kia waja ha,"i&#39;m not sure if this is a good idea, but i&#39;m not sure if this is a good idea.",3,positive
2410,2410,2411,Bhai kuch to bta,what a mess,-2,negative
2411,2411,2412,Dabang kha ho,it is domineering,0,neutral
2412,2412,2413,Ajao bhai jaan kha par ho,still need to know,0,neutral
2413,2413,2414,m apki bot bdi fan hu,i have my own bottle,0,neutral
2414,2414,2415,Salman bhai plz mene apna gf ko bola dat u vl Say hello 2 me plz mere ijjat uske sAmne bane rhe uske lye mujhe Hello Ajay bol diye na plzz apka pair parta ha,"salman bhai, i have spoken to my gf, please don&#39;t say hello in 2 times, i am happy with him.",2,positive
2415,2415,2416,dhoka de diya bhaijaan..,dhoke deya bhaijaan,0,neutral
2416,2416,2417,Hero ki entry last me kyun hoti hai abhi pata chala,how are you in the heart of hell?,-4,negative
2417,2417,2418,Pavan kuman ..abhi toh ajao..,pawan kumhan abhi toh ajao,0,neutral
2418,2418,2419,Bhai aap kaha hai,where are you,0,neutral
2419,2419,2420,BHAI ab mujse aur wait nhi hota aapka wait 3.30 se kr rha ho,"if you have any questions, please feel free to contact me.",1,positive
2420,2420,2421,aap ache ho na ? body shody bana rah ho na,are you ok bodhya is becoming shodya,0,neutral
2421,2421,2422,Wait karana achi baat nahi hoti hai bhai.. Bhai sirf rona baki hai,"waiting is not good, brother. brother only",3,positive
2422,2422,2423,Bhaijaan kamaal karte ho,the brothers are amazing,4,positive
2423,2423,2424,try kariye ap mese kisi se to bat kar hi lege,try someone from whom you will get married,0,neutral
2424,2424,2425,plz pakistan si r kaisa behjon,plz pakistan sis cais behjon,0,neutral
2425,2425,2426,Unke namkaran ke time sab jan the kya sallu sallu what??,did you know all of them by their salutations?,0,neutral
2426,2426,2427,Kha pr baat kre,b b k cray,0,neutral
2427,2427,2428,bhaijaan kha ho,it is vaijankh,0,neutral
2428,2428,2429,Chalo.kuch nii bhai koi kaam me fas gye honge aap,come on. you must be stuck in a rut,-2,negative
2429,2429,2430,luv u sallu..:-*,lui u sally..:-*,0,neutral
2430,2430,2431,Sallu bhaai i am w8 4r bajrangi bhaijaan..,sallu bhai e amvv4r bjrangi bhaijan.,0,neutral
2431,2431,2432,Bhai ap nai ayenge tab-tak natural call bhi accept nai karunga??,why don&#39;t you do your own thing ??,0,neutral
2432,2432,2433,Bhai aao na fir,"come on, don&#39;t go back",0,neutral
2433,2433,2434,salman bahi uar best,salman bahir and best,3,positive
2434,2434,2435,bhai apka ghadi slow hai kya,why is your ghee slow?,0,neutral
2435,2435,2436,Hello sir ji salmaan ji itna late kyu ho rha hai plz jaldi reply kro plz i m waiting for ur response,hello sir salmanji itn late kyu ho rah hai plz jalli reply kli plz i mwaiting for ur response,0,neutral
2436,2436,2437,Salu bhai main tek hun ap suna wo kia kr rhy ho.,i don&#39;t know what to do.,0,neutral
2437,2437,2438,Salman best of luck for bajrangi bhaijan..iss baar bhi sare record tod degi..inshallah,salman best of lu ck for bajrangi bhaijan.,3,positive
2438,2438,2439,4:00 baj gya sir,4:00 pm only,0,neutral
2439,2439,2440,Jaldi ago bhai,hurry up,0,neutral
2440,2440,2441,SALMAN KHAN BHAI CHAR BAJGYE PAR PARTY ABI BAKI HAI,salman khan is still alive,1,positive
2441,2441,2442,Salman bhai nahi ayenge,salman will not come,0,neutral
2442,2442,2443,apko ana padega,your friend,0,neutral
2443,2443,2444,Bhai maa aap ka sabse bada fan puri duniya mein aur bhai jodhpur sha ho,"in fact, your worst friend is the world main and jodhpur",-3,negative
2444,2444,2445,Kis kis ko jawab dungachalo ek lucky draw karta hu,whose answer is it?,0,neutral
2445,2445,2446,"or kitni 4..,",ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ...,0,neutral
2446,2446,2447,Arey saab apse to hmm ptivate mai milunga?,are you all in love?,3,positive
2447,2447,2448,Hum dil de chuke sanam..,we have given love,3,positive
2448,2448,2449,Eid ke phle realese mt krna sir jee..,aid k flay realesse mtn sir ja4,0,neutral
2449,2449,2450,Lub ju bbye,lubu bbay,0,neutral
2450,2450,2451,Bhaijan mere bhabi ko or kitne bakhath samalkhe rakhogeJara mujhe bhi dekhna hay.. :),"my brother-in-law, i have to see how much i have to spend. :)",0,neutral
2451,2451,2452,sorry frnds bhai nahi aa sakte,sorreya frndashe bhi nahi sakte,0,neutral
2452,2452,2453,Upar waale ne insaan ko sbse upar kyaa diya Dimaag diya hKyu diyaa h Sochne k liye 2-4 gf side me rkhne k liye,to put in the 2-4 gfside to think about what the above has given to the human being.,0,neutral
2453,2453,2454,Agar bhai ka 1st day 1st show nahin dekha toh yeh jaan rehne ka kya fayda,what good is a web site if it simply &quot;blends in&quot; with everything else out there?,3,positive
2454,2454,2455,"Bhaii jaan waiting fr uu..:(:(:(:(:(:,(:,(:,(","भैइ जान् वैतिन्ग् फ़्र् ऊ॥: (: (: (: (: (:,), (:,",0,neutral
2455,2455,2456,"bhayiaa u lukin so superb at movie Bajrangi Bhaijaan,,Aise hi hamesha hum fans ko pyar dete rahe.Itna hi kaafi hai mere liye.Love you bhayiaa","bhaiya u lukinso superb atmoye bajrangi bhaijan ,, aise hi hamesh hum fans ko pyaar date rahe. itna hi kafi hai mere liye.",5,positive
2456,2456,2457,Apna liya toh saab jetha hai dusra kai liya jina wala koh farista kahatai hai,apni liye toh sab jeth hai dusra kai liye jin wil koh farist hai hai,0,neutral
2457,2457,2458,abi bhai ko pir behja ha apko kch snds karna k lia pata nhe apka adress tek nhe pata mja,"if you have been outbid, you have the opportunity to continue bidding.",2,positive
2458,2458,2459,Nhi arah bhai,not at all,0,neutral
2459,2459,2460,abhi tk kyu nhi aye aap salman sir??$$ dieing to tlc to u..,abhi tk kyu nhi aaye aap salman sir ?? $$ diyeingto tlc to u,0,neutral
2460,2460,2461,3.30 se 4.00 4.00 se 4.30 aana he ya nhi,3.30 to 7.00 9.00 to 7.30 on ha ha nhi,2,positive
2461,2461,2462,Comment padh ke thak chuka hu aa ja re bhai,i am tired of the omnipotent method,-2,negative
2462,2462,2463,aslaam o elekum bhai iam from pakistan kia ap bajrangi bhai jan k liye pakistan ana pasand krengy,aslam o alekumvai iam from pakistan kiya up bajrangi bhai jank liye pakistan an pasand krangyi,0,neutral
2463,2463,2464,Hloo salu bhai..,hloo salu bhai.,0,neutral
2464,2464,2465,bhai mere se ek baar,bhai mere se exk,0,neutral
2465,2465,2466,aap se itna pyar karte bhi,even those who love you so much,3,positive
2466,2466,2467,kab aarahe ho,how are you,0,neutral
2467,2467,2468,Mujhe aap se ye umid nahi thi bhai,i did not expect this from you,0,neutral
2468,2468,2469,Salman bhai plz ek baar muje call karo 7048830072 plz plz bhai fir muje mout bhi aa jaye gi to chalega bhai,salman bhai plz ekbar muje c alla karo 7048830072 plz plz bhai fir muje moutvi aa jaye gi to chaleg bhai,0,neutral
2469,2469,2470,are sallu bhi apki ghadi slow h kya??,"hey sallu, why are you so slow ??",0,neutral
2470,2470,2471,bhai jaan plzz come,bhai jaan plzzc ome,0,neutral
2471,2471,2472,mere pita ji bombay me rahte hai unhone ek bar aapse madad magi thi ek blood cancer k pationt ki madad ki aur aapne ki thi,"my husband lives in bombay, he only helped himself and helped his wife and husband.",0,neutral
2472,2472,2473,Bhai Goli de rahe ho chotey bhai ko,you are giving a shot to chotey bhai,0,neutral
2473,2473,2474,Bhai jaan jago .4.13pm ho gyaa kaha ho,wake up. 4.13 p.m.,0,neutral
2474,2474,2475,Sayad bhai bz Honge is liye ni aaye bhaijaan aayenge jarur ek bar bhaijaan ne commitment kardi to kardi,sayyidbhai bz honge isliye ni aaye bhaijan aayenge jarur akbar bhaijanne c ommitment kardi to kardi,0,neutral
2475,2475,2476,sallu mia bhul gye sab kuch yaad nhi unhe ab kuch,sallu mia forgot all about him,0,neutral
2476,2476,2477,4 baj gaye hain,it&#39;s 4 o&#39;clock,0,neutral
2477,2477,2478,Bhai jaldi aa subi se waiting,"come on in, take a look",0,neutral
2478,2478,2479,Aayenge sallu bhai jorror ayenge,ayange sallu bhai jorror ayange,0,neutral
2479,2479,2480,salmaan..bhaijaann..jindabad,सल्मान्॥भैजान्न्॥जिन्दबद्,0,neutral
2480,2480,2481,Watching bajrangi bhaijaan,watching bajrangi bhaijan,0,neutral
2481,2481,2482,"salman bhai abi dabanng 3 ke shuts ke liye satara mai hai, so next time fans",salman bhai is in the seventh position for the purity of abi dabangg3,0,neutral
2482,2482,2483,4.13 now,4.13 now,0,neutral
2483,2483,2484,vai jan ek ber batyan e koro,we are born but a corso,0,neutral
2484,2484,2485,"4 baj gaye sir .,.,.,.come plz ,.,.,.,.","४ bajje sirs.,.,.,. c ome plz,.,.,.,.",0,neutral
2485,2485,2486,Hii bhaii.. Aap kese ho..?? Agar aap.mera cmmnt padh rhe ho toh plz ek reply kar dena,"that&#39;s it. how are you if you are in the middle of nowhere, please reply.",1,positive
2486,2486,2487,bhai ne kaha hai ki wo busy hai..6 bje tak,the brother has said that he is a buster.,0,neutral
2487,2487,2488,Bhai me aap ke film ka intajar kar raha hu,i am waiting for your film,0,neutral
2488,2488,2489,Abe kha saitan ke cakkr me pade ho,abe b saitain&#39;s c,0,neutral
2489,2489,2490,Mujhko prr ek ehsan krna k mujhse kv shadi krne ko na kehna :),don&#39;t ask me to do any of these things :),0,neutral
2490,2490,2491,Bhai aap mazak a6a kr lete hai..Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?lov u Bhai..,भै आप् मज़क् अ ६ अ क्र् लेते है॥ â¡ â â¡ â¡? â¡ â «â¡? â¡ â« â¡? â¡ â «? लोव् उ भै॥,0,neutral
2491,2491,2492,kuchh kam hoga re un ko bhi,some will also be there,0,neutral
2492,2492,2493,yrr aao na jaldi 4:14 bhi ho gye,come soon or soon it will be 4:15,0,neutral
2493,2493,2494,chalo sab apne apne ghar koi salman nahi aaega..!!,let&#39;s all come to our own house without any salmon !!,0,neutral
2494,2494,2495,kahi aisa to nhi bhai ki aap hume direct ye news doge ki aapki shadi bhot saal pehle ho chuki he n wo apne top secret rakha hai??,"say that you don&#39;t know that you will notice that your wedding is already over, or is it catering to you?",0,neutral
2495,2495,2496,aapka har andaz hi anokha hai janaab,your heart is unique,0,neutral
2496,2496,2497,Bhai aap apna number dijiye salman bhai,please give me your number,1,positive
2497,2497,2498,500comment in 5minute,500comment in minute,0,neutral
2498,2498,2499,khd ana to mumkin nhe shayid,kd an to mukkin na shayid,0,neutral
2499,2499,2500,Pahle 3:30 phir 4:00 and ab 15 min over bhai,"first at 3:30, then at 4:00, and then at 15 minutes",0,neutral
2500,2500,2501,R e bhai itni assan hoti salman khan ke sath bate kar na to hochuki o itni busy ha o thorai kisise bat karchakti ha keya??,what&#39;s so significant about a goat&#39;s head? ”,1,positive
2501,2501,2502,kamal karte ho panday ji hume bula kr khud hi gayaab ..,kamal karte ho panday ji hume bul kr khud hi gayab.,0,neutral
2502,2502,2503,i lv u urmy fav star koi nai ap sa proud of u i lv u,"i love you, i love you, i love you, i love you, i love you.",3,positive
2503,2503,2504,sir wanted ki sequel kab aa rahi sir tere naam ke baad wanted ke baad dabang ab bajrangi bhaijaan,sir vanted&#39;s sequel occupied,0,neutral
2504,2504,2505,Sallu bhai patiala a jao apni film ki promotion ke liye..,sallu bhai patiyal a jao apni film ki promotion ke.,0,neutral
2505,2505,2506,"sabse hatke sawal, aapko bajrangi bhaijaan kar k kaisa laga?",how do you do all this cool stuff?,1,positive
2506,2506,2507,Bhi kab awogi do din sa khaya nai pleace bhi aa jao,"come on in, take a look and enjoy yourself!",2,positive
2507,2507,2508,Madharchod salman khan randy ka ladka harami kafir,madharchod salman khan rndya&#39;s ladakh harmon kafir,0,neutral
2508,2508,2509,Ab kaha gye aap gayab,now you have gone,0,neutral
2509,2509,2510,allah hafiz..salman,allah hafizsalman,0,neutral
2510,2510,2511,lol bhai kb aayoge muje lgta h server krash ho gaya bhai,the lobhai kb commission has crashed my server,0,neutral
2511,2511,2512,Sir hum Aapka wait kar rahe hai please talk,only you are waiting for your place to talk,0,neutral
2512,2512,2513,Mujse baat karne m tumko sharam aati h sab k saamne,shame on you for talking to me,-2,negative
2513,2513,2514,Aap reply karenge..?,will you reply?,0,neutral
2514,2514,2515,Bhaijaan kahan ho..kat ki sath hai tum,where can i say that you are the truth,0,neutral
2515,2515,2516,abhi tak nahi aye salman bhai online?,can&#39;t find the right salmon yet?,0,neutral
2516,2516,2517,Hello bhai plz rply me once plzzHello bhai plz rply me once plzzHello bhai plz rply me once plzzHello bhai plz rply me once plzz,"hello, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please",1,positive
2517,2517,2518,ab aaenge aur..good evening bol.k good bye kr k chale jaayenge,ab aange and gowod aveng bol.,0,neutral
2518,2518,2519,Ya fir Facebook crash kr denge,only then will e-mail e-mail,0,neutral
2519,2519,2520,rolo ab to 4.15 kya yr aana nhi he kya aap ko,rollo abto 4.15 why aren&#39;t you here?,0,neutral
2520,2520,2521,kya bhai aap bhi fak rahe ho 4.14 pm ho gaye abhi tak apne koi rep nahi diya bhai aisa mat we trust you..Every time,"why are you cheating? 4.14 you haven&#39;t given any reps yet, so you are right.",0,neutral
2521,2521,2522,Arre salman bhai kanha ho app 4 bajke 15 min ho gaya,arre salman bhai kanh ho app 4 o&#39;clock 15 minutes,0,neutral
2522,2522,2523,Kamal krte ho pandey ji kha ho aap,kamalkrte ho pandeyji kh ho aap,0,neutral
2523,2523,2524,bhai plz aa jao,please go live,1,positive
2524,2524,2525,Jaldi aaow bhai,come soon,0,neutral
2525,2525,2526,salman bhai sultan film ke shuts chalu hai abhi,salman bhai sultan is the shu chalu of the film,0,neutral
2526,2526,2527,Baat kidhr hogi,will be the child,0,neutral
2527,2527,2528,kamaal karte ho,you are amazing,4,positive
2528,2528,2529,Bhai k sath baat karne ko taras raha hu yaar,i want to talk to you,1,positive
