,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
1919,ok bhai jaan,0.296,positive
1920,will you kill salman?,-0.6908,negative
1921,say you are #salman॥ # jum mubarak ho॥,0,neutral
1922,abe tm log jyad chapad chapd kroge to bhai jaan chale jyenge bol nsb chup chap bhaitho ekdam shanti shanti shanti ankh bnd krkno type anye c ommant sirf bhai ka dhyan lgao,0,neutral
1923,salmon sir plz 5:00 pm do dou plz 4:00 pm mein nai baat karsu gi aapse plz sir plz,0.296,positive
1924,neh sapne achcha hhe madhe sapne sapne sachteya hai,0,neutral
1925,"hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey",0,neutral
1926,hum bajrang bhakti k bhakt h mar jayenge lekin jhut na bolenge.,0,neutral
1927,"at 4 o&#39;clock in the morning, i went for a walk with mgf.",0,neutral
1928,"i am accustomed to being addicted to animals. even at 4 o&#39;clock, it will not be possible.",0,neutral
1929,hi salman bhai me aapko bohot bad fan hu aap me bhi baat kare kya plz,-0.2263,negative
1930,havana..feeling some,0,neutral
1931,salam of sallu bhaijan,0,neutral
1932,yes yes,0.6597,positive
1933,४ so i am not alone,0.1877,positive
1934,senda plszcz,0,neutral
1935,8 minutes लुब् उ भै जान्॥ : *,0,neutral
1936,"please tell me, i am born",0.3182,positive
1937,aaj ki pratyat pb pe salman bhaijan se tarf se,0,neutral
1938,playstation is available,0,neutral
1939,may you have a lot of fun,0.5106,positive
1940,how will you do?,0,neutral
1941,keh do tumhe ye chupu chupu,0,neutral
1942,7 mind left..waiting that..,0,neutral
1943,avo kare baat salman ki?,0,neutral
1944,abe tm log nhi manoge tikhi mirchi wal nast krong sb ko tvi theek hoge.,0,neutral
1945,ilowe u salman just please chat with me,0.3182,positive
1946,7 met or,0,neutral
1947,subki and subki are your brothers,0,neutral
1948,what are you talking about ??,0,neutral
1949,these 7 minutes are not the end. please come soon.,-0.2411,negative
1950,3:53 now,0,neutral
1951,bhai tho meating is not c oncult and c ommitment,0,neutral
1952,bhai om baje paige pari hath kroge inbox,0,neutral
1953,6 minute ago ..waiting indians super star salmon khan,0.5994,positive
1954,6 min,0,neutral
1955,come oar o o o n॥ ??,0,neutral
1956,ख हो आप्शोन c अन्त् वैत्॥ :-),0.3182,positive
1957,5 met or,0,neutral
1958,hey toe,0,neutral
1959,hum apni navmoiye bajrangi bhaijan ki dilse dou krte hai ki isal ki kuvshandar movies me samil ho bhaijan,0,neutral
1960,"hello sir, we are waiting for you",0,neutral
1961,plz slmn jr on online,0.0772,positive
1962,assalamvalekum bhaijan,0,neutral
1963,it&#39;s been 3 minutes,0,neutral
1964,help me that plan help.me,0.4019,positive
1965,"sachin salman, i am in love since day",0.6369,positive
1966,it&#39;s been 5 minutes,0,neutral
1967,ajao wi hai karte hai t o aur hum faunslok,0,neutral
1968,5 mnft lefttyhoao॥sallu,0,neutral
1969,listen to all who are brothers,0,neutral
1970,ply salmon sir,0,neutral
1971,4 minutes,0,neutral
1972,aaje sunte ho jao bhi jao :),0.4588,positive
1973,bhar do jholi meri salman bhai,0,neutral
1974,they will come together,0,neutral
1975,sallu ajmbtkiay bgairnh jnyval,0,neutral
1976,how it possible.. and see that jan,0,neutral
1977,what are you doing?,0,neutral
1978,bhai ko mer salam,0,neutral
1979,ok 5 ppe on per online,0.296,positive
1980,akbari mary dreimkoh sachs cordon,0,neutral
1981,friend mahan internet that slow .. had./.. sorry,0.4404,positive
1982,the worst is salman khanka deewan,-0.6249,negative
1983,can you speak bengali?,0,neutral
1984,"hey, bajrangbali, just get an answer today.",0,neutral
1985,"if you have any questions, please feel free to contact me.",0.6808,positive
1986,sallu bhai plz abtoh a o jani,0.0772,positive
1987,please come soon,0.3182,positive
1988,hi salman bhai e am sameer thandi hav ka jhok.,0,neutral
1989,"be aware please tell, whats the story of them big puppys .....",0.3182,positive
1990,"aaj meri admiission don&#39;t get messed up. isn&#39;t it admissible? isliye man, this is what i am. :) :) :)",0.765,positive
1991,come on,0,neutral
1992,sallu agia fbpe,0,neutral
1993,3.58.. oh can wait :),0.4588,positive
1994,"salmanji, do you like haleem?",0.3612,positive
1995,i need both of them,0,neutral
1996,where do you know?,0,neutral
1997,"my heart is for the purpose, for the purpose of our life and our family, i wish for you, there are some facts and you are always happy",0.891,positive
1998,that 2 minute,0,neutral
1999,how will you apply my brother,0,neutral
2000,aa jao napplcz,0,neutral
2001,heam ur big fag.e vn ur vatograf vid ur autografar qusntan ki han ki kar kar khir khushburti ki raj hai,0,neutral
2002,the thing is a myth or a mineral. think:,0,neutral
2003,start two friends,0.4767,positive
2004,sir 2 mints left,0,neutral
2005,5pm bj krenge direkt kat mere saat,0,neutral
2006,"please tell, whats the story of them big puppys ...........",0.3182,positive
2007,"well, we&#39;ve done it",0.2732,positive
2008,once upon a time there was a meeting between you and me,0,neutral
2009,"your letter is not written, maybe it will reach you.",0.0258,positive
2010,my blessings are with you,0.5423,positive
2011,say yes,0.4019,positive
2012,you are great,0.6249,positive
2013,"wait yes, my salman. no news came to you.",0.128,positive
2014,advnc a eid mubarak salmanbhai,0,neutral
2015,what time is it at 4 o&#39;clock? please do not reply,0.3182,positive
2016,४ bjye bhai bhai॥ come live now,0,neutral
2017,bhai 4 to bj gaye kah ho aap assalmu alya kum namaste sastrikal adab,0,neutral
2018,aaj ki pratiyya bhaijaan ki tarf se pb paar,0,neutral
2019,"bhai, your brother is in a state of peace, because i am not making a lot of money because of what i am talking about and i am proud to tell you that you will ask me what you want to do.",0.7845,positive
2020,i am from bangladesh. jaytur aange in mumbai,0,neutral
2021,oxallu 2 minutes,0,neutral
2022,hey how are you online,0,neutral
2023,see you again at sir jodhpur airport.,0,neutral
2024,pleas telly me bho salu mi ji,0,neutral
2025,sbk nhi malom meh hai dua hai,-0.0772,negative
2026,salmin alaykum salman khan jum bubarkho how are you,0,neutral
2027,४ bjnne hili is,0,neutral
2028,salmanbhai apvadio chatkro gya,0,neutral
2029,the bus is monotonous,0,neutral
2030,"please tell, whats the story of them big puppys ...........",0.3182,positive
2031,why talk about it,0,neutral
2032,just 1 min,0,neutral
2033,how did i know that you have come?,0,neutral
2034,slman plzzmm apse milna chahti hu.,0,neutral
2035,exclamatory,0,neutral
2036,1 min brother,0,neutral
2037,only take selfies with you,0,neutral
2038,you have to take a long time to see your face.,0,neutral
2039,aa jao bhaijan,0,neutral
2040,come on now,0,neutral
2041,he was looking very handsome and the baby was also very handsome. charming song. the fun was over. :) :) :),0.9731,positive
2042,held salmon.sir,0,neutral
2043,bajrangi bhaijan 1 stday 1 st showwjum man,0,neutral
2044,yes,0.4019,positive
2045,where did you live,0,neutral
2046,how are you bhajan? agely waiting fourteen,0,neutral
2047,has arrived,0,neutral
2048,भै 4 बजगये य्र्॥ once upon a time,0,neutral
2049,om is the second person,0,neutral
2050,had that pus come in arms,0,neutral
2051,plz come sir,0.0772,positive
2052,salme kamse kum3 moviye ki kro salman bhai,0,neutral
2053,hlv salman only.,0,neutral
2054,will you talk like that?,0.3612,positive
2055,i am waiting for him.,0,neutral
2056,salman mughe your exact subscription,0,neutral
2057,how will you talk like this?,0.3612,positive
2058,how can i help me with my love,0.7845,positive
2059,how do you do that? salman khan,0,neutral
2060,assalamu alaikum bhai,0,neutral
2061,om baje un abhi bhi bhi baadhi hai?,0,neutral
2062,everlasting men :-),0.3182,positive
2063,"at 4 o&#39;clock, however, sallu is still hungry",0,neutral
2064,come soon,0,neutral
2065,it's 4'o clock,0,neutral
2066,talk to you soon and keep up the good content,0.4404,positive
2067,please come soon,0.3182,positive
2068,allah is pleased with you,0.4404,positive
2069,1 min zyd hogya bhai aao na,0,neutral
2070,salman is alive. blessings are so bright. ॥,0.8516,positive
2071,4 p.m.,0,neutral
2072,om baje bhaijaan,0,neutral
2073,ok abmai j rahi hu byee.,0.296,positive
2074,om baje bhaijaan bhaijnji: - * &lt;3,0,neutral
2075,झ blazen only,0,neutral
2076,bjyye ४abj mere yaar,0,neutral
2077,4 bhajgye lekin salman bhai kider hai,0,neutral
2078,where are you,0,neutral
2079,salman,0,neutral
2080,where are you from?,0,neutral
2081,take your selfie and set it on the profile because salmon khanme kafi e&#39;dh.,0,neutral
2082,sooner or later,0,neutral
2083,hello brother,0,neutral
2084,"come on in, take a look",0,neutral
2085,"look, you are buzzed, then you too are in a hurry.",0,neutral
2086,४ badge bent,0,neutral
2087,4 p.m.,0,neutral
2088,where are you? ajao or intezer nehi hot,0,neutral
2089,४ but they are not happy.,-0.612,negative
2090,ply reply sir,0,neutral
2091,how are you,0,neutral
2092,४ bjed but bhaijaan&#39;s abhi is no more,-0.4215,negative
2093,bekkoof has become koi. salman is so free. joe chatney bathey. it is ok,0.7537,positive
2094,"what do you say, brother?",0,neutral
2095,please don&#39;t listen,0.3182,positive
2096,only 4 baja aayo no please,-0.2411,negative
2097,"many of them are from pakistan, sindh and karachi",0,neutral
2098,"if it is 4 o&#39;clock in india, if aplandon beth is not found.",0,neutral
2099,my life is only a dream. your sath ex selfie brother,0.25,positive
2100,hello salmon that..,0,neutral
2101,don&#39;t push too hard,-0.1027,negative
2102,kamal karte ho pandey ji vhr u,0,neutral
2103,bhai bhat nahi khene too maan krteye my khan ki bhatriya bhi lov ho gaya hai. :(,-0.4404,negative
2104,what are you saying ??,0,neutral
2105,"please tell, whats the story of them big puppys .....",0.3182,positive
2106,all will happen from people,0,neutral
2107,8 years old,0,neutral
2108,bhai gave fool to everyone hahahaha,-0.4404,negative
2109,help me that plan help me,0.6597,positive
2110,nai at kamin salman khan sabko pagal banar lolz,0.5719,positive
2111,bajra char,0,neutral
2112,his salmon i form margin we are love you boldly fan turkey love you love you come in turkey come in istanbul much?? you we salmon hair i love you much ?? you are films like? my favorite films choir choir couple couple ??,0.9819,positive
2113,yrsalu bhai jaldi idhr pkmloadshafing hojegi: d,0,neutral
2114,brother,0,neutral
2115,avi aap aajon plz,0.0772,positive
2116,"brother, there is nothing wrong",0.3724,positive
2117,when will you come,0,neutral
2118,is it ok,0.296,positive
2119,that.post ply,0,neutral
2120,bajrang bali ki jai,0,neutral
2121,it&#39;s almost 4 o&#39;clock in the morning.,0,neutral
2122,it&#39;s 4 o&#39;clock,0,neutral
2123,how are you going to talk to salman?,0,neutral
2124,i don&#39;t care about my brother. the true life is here for you.,0.7184,positive
2125,brother pls will do it,0.0772,positive
2126,"४ buzz, but you are absent",0,neutral
2127,it's pm sir,0,neutral
2128,why are you doing bhaijan frank come soon,0,neutral
2129,salman bhai mri bfmjse jad apko pyaar karti ha.,0,neutral
2130,sallu bhajan.pls aa jo ab,0,neutral
2131,bhajrangi bhaijan ooffi c eal paige jao baat karna ke,0,neutral
2132,why will you roll,0,neutral
2133,bhai aaj ki paritye yeh songe film dikao na plaisse,0,neutral
2134,once upon a time there was no such thing as a self-fulfilling prophecy! ;-),-0.126,negative
2135,त्यम् क्ब्क हो ग्य॥व्ह्र् र् उ,0,neutral
2136,the case is still going on,0,neutral
2137,you need more than luck to succeed in affiliate business,0.7564,positive
2138,right now,0,neutral
2139,"apj aqui film miss nehi kart, kisak film klia theatre jau ya na jau. 2-3 minutes. you need javascript enabled to view it.",-0.1531,negative
2140,"come on, come on",0,neutral
2141,arya yar koi tohbo bolo subment kare khali kispe baat karinge bhi,0,neutral
2142,is that 4 times more than rs ??,0,neutral
2143,which song do you like the most from sallu bhaijan&#39;s film #bajrangibhaijan ?? ??,0.5362,positive
2144,om bajaay bhai aab too aao na ples,0,neutral
2145,salman only please do not tell hum plum to play,0.5719,positive
2146,why are you making fun of bjrangi bhai,0.5106,positive
2147,salman bhai kaha hai,0,neutral
2148,kya baath hai meri dost kya aapare do film with me,0,neutral
2149,you&#39;re a real spit fire and that&#39;s exactly what we like on this site cc!,0.1007,positive
2150,"lowe u vaijan, you always have your own entertainment man",0.5106,positive
2151,4 is pmsalmankh,0,neutral
2152,sree jee 2 mantra kranti lyal liyaab itne d apko jaya baat krani.,0,neutral
2153,salman time pur hogya ajo na fbpe,0,neutral
2154,etz0.02 pm,0,neutral
2155,"plus, you&#39;ll be getting rid of clutter you don&#39;t need",0,neutral
2156,"yes, everyone is crazy",0.0772,positive
2157,"hey musk, why are you dying?",0,neutral
2158,ziyad apko kirt ho,0,neutral
2159,"hello, someone?",0,neutral
2160,indo k7 bjyyk pq k bj;),0,neutral
2161,or far football ?,0,neutral
2162,"bhai is settled on his own heart, but it will come",0.3818,positive
2163,hello bad brother,-0.5423,negative
2164,sallu is asleep. are you gone,0,neutral
2165,abe it is a real opinion of the koi salman,0,neutral
2166,बेइन्ग्सल्मन्खन्॥ ka ha ho yrr iaytoh sahi :),0.6597,positive
2167,but now the beautiful image has been sold out.,0.7469,positive
2168,1 play only plan,0.34,positive
2169,let&#39;s get started,0,neutral
2170,where are you,0,neutral
2171,how much else,0,neutral
2172,only buzzed,0,neutral
2173,sallu bhai mer tharfse ramzan mubarak ho,0,neutral
2174,where are you,0,neutral
2175,सिर्र्खन् हो॥गोलि तोह्नि दे रे ??,0,neutral
2176,where is it,0,neutral
2177,it's 4.3 pm,0,neutral
2178,"what do you do, salman?",0,neutral
2179,i have come sooner than ever. &#39;(:&#39; (: &#39;),0.4939,positive
2180,"well, the profile is good",0.6124,positive
2181,et: 03: 3,0,neutral
2182,it&#39;s 4 o&#39;clock,0,neutral
2183,it is salmon,0,neutral
2184,biryan achi chilli yahin in bhopal,0,neutral
2185,om baje bhaijaan,0,neutral
2186,why do you worship? ;),0.4767,positive
2187,ज् been but salmanji did not come. : /,0,neutral
2188,4 o&#39;clock but still gone,0,neutral
2189,"it&#39;s 4 o&#39;clock, but it&#39;s too late.",0,neutral
2190,hello sergey,0,neutral
2191,we will not be able to answer the question,0,neutral
2192,someone made fun of me,0.5106,positive
2193,do i have a choice?,0,neutral
2194,"please tell, whats the story of them big puppys .....",0.3182,positive
2195,४ bajj gaye but sallu santri ki antriya abi hai,0,neutral
2196,come on,0,neutral
2197,bajrangi bhai dargaye is idde me lagta hai,0,neutral
2198,e hope appreciation jr. kroge.,0.7351,positive
2199,"come on in, take a look",0,neutral
2200,bhaijaan your driving license is not bad ??,0.4956,positive
2201,chili and samosa khilao are very popular,0.4754,positive
2202,please be with me first,0.3182,positive
2203,hey vetro is definitely not,0.4019,positive
2204,only how will you find the answer ;-(,0,neutral
2205,it will be 5: 5,0,neutral
2206,every see. 300 pp cent,0,neutral
2207,sir ply ply,0,neutral
2208,ek nevstatus baat karte hai hai;),0,neutral
2209,om baje bhai,0,neutral
2210,bs refresh kr jh hu who repli nah ah bhai ki,-0.1027,negative
2211,salman bhai zind badar and his friend dosuman mordabad,0.4939,positive
2212,4: 2 is where are you ?? may i say that you are there ??,0,neutral
2213,hi salman,0,neutral
2214,"come on, don&#39;t hurry, who cares about you?",0.4588,positive
2215,only you will get upset,-0.3818,negative
2216,who are you going to talk to me?,0,neutral
2217,where are you brother,0,neutral
2218,om baje gayab to aajo mere bhai :-(,-0.3612,negative
2219,brother,0,neutral
2220,nay ayyar,0,neutral
2221,b ho tu bhaijan,0,neutral
2222,what happened,0,neutral
2223,"hello sallu, how are you? i love you :)",0.802,positive
2224,४ but they are still angry;),-0.6652,negative
2225,4:04 over,0,neutral
2226,why are you talking?,0,neutral
2227,what will you do bro?,0,neutral
2228,bhai vork hai kya hai hai bhi hai thodi dar baad buat plzzz tutien jana hai,0,neutral
2229,we&#39;ve got a lot of work to do :),0.4588,positive
2230,array kmal krtey ho humsbvait krhey ha,0.34,positive
2231,what time is it?,0,neutral
2232,will you be able to do it again?,0,neutral
2233,you are right,0,neutral
2234,"from your childhood onwards, your best friend will not be able to reply to you today. you will be happy today. अ c च रेह्त ॥थन्कु",0.9022,positive
2235,jug in last 5 mints.. 500 comments and 100 likes.. it jug assume,0.4215,positive
2236,"salman, you are seeing how many fans are waiting for you. just say hello to everyone.",0,neutral
2237,sirji will not talk now,0,neutral
2238,i swear to you,-0.0516,negative
2239,salman only please come here,0.3182,positive
2240,what do you think? come soon,0,neutral
2241,४ but i have not come yet.,0,neutral
2242,salman khan meeting bj hey he will come to online,0,neutral
2243,om bajj hai salman,0,neutral
2244,"please don&#39;t ever come to mathur, this is a day full of your days.",0.3182,positive
2245,salmon ply cm?,0,neutral
2246,where have you been?,0,neutral
2247,hmmmtum hare agayi hussalman: *: *,0.4404,positive
2248,how are you doing with katrin,0,neutral
2249,please do not talk to me,0.3182,positive
2250,"hey, only for you, there is a fourth world. ;)",0.2263,positive
2251,it's 4:02 sir,0,neutral
2252,"brother, the eagle is paid, everyone is unaccounted for",0,neutral
2253,"what happened, bhaijaan?",0,neutral
2254,sayed app bussy ho,0,neutral
2255,ya bajj gaye bhairapply,0,neutral
2256,that&#39;s right,0,neutral
2257,dabangg 3? constipation,0,neutral
2258,say yes brother ??,0.4696,positive
2259,"don&#39;t tell me, i have 3 questions from myself",0,neutral
2260,i am waiting for 4 4,0,neutral
2261,"please tell, whats the story of them big puppys ..... 918399840411",0.3182,positive
2262,how about crange or // quick fub! in tel,0,neutral
2263,"brother, i am not making foals.",0,neutral
2264,hello 4 mint,0,neutral
2265,"it seems that salman is self-sufficient, we do not have it?",0,neutral
2266,where are you all?,0,neutral
2267,at 5 o&#39;clock in the morning to speak,0,neutral
2268,it was 4 o&#39;clock in india,0,neutral
2269,how are you,0,neutral
2270,come on,0,neutral
2271,what are you saying that you are?,0,neutral
2272,he died and died,-0.802,negative
2273,c. millennium roller curriculum,0,neutral
2274,४ bjjy only,0,neutral
2275,"bhai apni her ex movie, atiq 1 toh gun jaron daalan",-0.34,negative
2276,only bhajrangi bhaijanassebse is the best film hogibowollywodd mein. ai vish,0.6369,positive
2277,maine apke sathjcqueline k bfn,0,neutral
2278,yes,0.4019,positive
2279,"it&#39;s 4 o&#39;clock, but the rest is up",0,neutral
2280,salu bhai maryyaken hya upmary ko ko lift karavogy.,0,neutral
2281,never meet,0,neutral
2282,bhai bhai kho ho hoio,0,neutral
2283,"once upon a time, i did not listen to my own words.",0,neutral
2284,sir it's 4.op,0,neutral
2285,ajfc abookpe lagt hbse zyd c ommentsk vorlrecord banjayeg.,0,neutral
2286,"have been doing vatka from 3:30 in the morning, you have become 7 birds. ab toh aa jao ap plz plz",0.1531,positive
2287,"the people of the people are here, there is nothing like this",-0.2755,negative
2288,yes actually its 4.06 ..,0.4019,positive
2289,salumsuksukis salman,0,neutral
2290,let go of sleep,0,neutral
2291,where are you lost ??,-0.3939,negative
2292,what just happened?,0,neutral
2293,hello brother how am i born,0,neutral
2294,salam bhai jumm mubarak,0,neutral
2295,bollywood&#39;s son-in-law bhaijaan,0,neutral
2296,hlw apko nahi an to bawkuf to be mt,0,neutral
2297,do it like this,0.3612,positive
2298,"if you don&#39;t come, you will go",0,neutral
2299,how are you,0,neutral
2300,"bhai app hollyvod mowiye, what are you doing?",0,neutral
2301,it&#39;s funny that it became 4.6,0.4404,positive
2302,hello hello bolo॥,0,neutral
2303,"sometimes, i am in trouble.",-0.4019,negative
2304,भैजान् कह हो आप्॥ plz baat karo .. मेरी बेति,0.0772,positive
2305,you will come to the bus promotion promotions. join the beauty in the show of sports. fca to fca,0.7184,positive
2306,he salman vai,0,neutral
2307,४ bjye hai kb aaoge online,0,neutral
2308,abhay bhai surfarzhth dhok naye dyag.,0,neutral
2309,samyukha shayed bhaijaan made fun: -d,0.5106,positive
2310,hello sallu bhai,0,neutral
2311,say goodbye,0,neutral
2312,i cut wait more plan come :(,-0.6444,negative
2313,come soon,0,neutral
2314,why would it be good,0.4404,positive
2315,bajrangi bhaijan altime blockbuster,0.5994,positive
2316,it&#39;s 4 o&#39;clock,0,neutral
2317,come on brother,0,neutral
2318,reply to,0,neutral
2319,"abe salman khan, these people are becoming stupid and people are becoming stupid.",-0.7783,negative
2320,how are you bhajan?!?,0,neutral
2321,aj &#39;they are bhair terra ritual â € धे,0,neutral
2322,talk to bro,0,neutral
2323,chutiya bandiya sabko,0,neutral
2324,"ok, talk with me, what will you do?",0,neutral
2325,baby now it already 4.06 com nap waiting ..,0,neutral
2326,i don&#39;t like your number,0.4215,positive
2327,itn vait se khil gf ki bahan,0,neutral
2328,hellosalman khan zi,0,neutral
2329,oxallu bhai,0,neutral
2330,you say yes,0.4019,positive
2331,"but bhaijan ji, what are you going to do? dear friend!",0.8398,positive
2332,he is salman bhaiyakya hall,0,neutral
2333,sir ji app ksy hoo ??,0,neutral
2334,i don&#39;t like your number,0.4215,positive
2335,i only know that you are so busy this time and you are surrounded by people like you are caucasay mil saikte ??,0.4329,positive
2336,hi salman,0,neutral
2337,i know that this is not the case,0,neutral
2338,"hey, how are you going to say",0,neutral
2339,"where are you, how are you",0,neutral
2340,hey very into may mug away salmon ka yakov\,0,neutral
2341,now let&#39;s go to the 4th,0,neutral
2342,kithe reh gaye sallu ji 04:07 ho gaye,0,neutral
2343,brother how are you. and wait soon,0,neutral
2344,"if you have been waiting for 2 days, do it now",0,neutral
2345,you will not come,0,neutral
2346,"yes, salman",0.4019,positive
2347,salmon bhai sfonno loo yrr,0,neutral
2348,salman #bhai #you #our #favorite #kalkar #is #like #your #heart #does #buthamsab that heartfelt wish he could meet you and see you,0.9423,positive
2349,i love you. i fill you. i think you and marnasa paula as bar milongga harbor. i'm from bangladesh.,0.6369,positive
2350,plzz slman upjrr reply krn hm apk v8 kre h,0,neutral
2351,सब्बेकर्ह्॥ no one is coming. salman will not come,-0.296,negative
2352,it is up to you to fulfill your own intentions,0.4404,positive
2353,sallu bhai. kah ho thum ??,0,neutral
2354,"your husband&#39;s wife, khara bhabh gaye",0,neutral
2355,"if it is raining, then there will be a networking problem",-0.4019,negative
2356,salman khan is crazy,-0.34,negative
2357,it is a fear that the world is slovenly ;-),-0.296,negative
2358,only plays soon,0.25,positive
2359,"your salman is only your wealth, your fun is here #akki",0.7579,positive
2360,"where are you salman, you say something",0,neutral
2361,"jumme ki din hai, chattieng ki baat hai. allah save me from faked pagans.",0.4939,positive
2362,well done. come on,0.2732,positive
2363,please give me a reply. i will go crazy with joy.,0.5719,positive
2364,please be patient,0.3182,positive
2365,"yes, that&#39;s right.",0.4019,positive
2366,who is a b.sl00?,0,neutral
2367,abitin bhi kya sharman,0,neutral
2368,"come on in, take a look and enjoy yourself! salman&#39;s plz kb aaoge online today",0.5848,positive
2369,i want to meet you,0.0772,positive
2370,"come on in, take a look",0,neutral
2371,"brother 7.10, come soon",0,neutral
2372,hey yaar bhai hai bhi hagiya nuhu,0,neutral
2373,it's 4:10,0,neutral
2374,why is fever,0,neutral
2375,sallu come also live: &#39;(,0,neutral
2376,you are saying that i am not a muslim without bajragi bhaijan hit krog. this is true.,0.4215,positive
2377,arre apto ayenge nhi hm j rhe h.,0,neutral
2378,today i came to know sham,0,neutral
2379,4 indian standard timing means 4:15? pranambhai? ॥,0,neutral
2380,"oh brother, mr. salman, where are you",0,neutral
2381,bhai has become 3: 30 p. bol. f: 9: 00 p.,0,neutral
2382,what happened,0,neutral
2383,bhai jankh is salman khan,0,neutral
2384,it is only good that you have fun with yourself,0.7351,positive
2385,"say hello to my brother. there is a lot of fun on k hum humay. he is happy for this. by the way, bob will talk about how much.",0.7906,positive
2386,"salman sir, we want to meet each other, plz sir.",0.1531,positive
2387,salu bhai avo na.,0,neutral
2388,4 pmto kabk bajgai,0,neutral
2389,what are you doing,0,neutral
2390,hello how are you :),0.4588,positive
2391,come on,0,neutral
2392,and how are you,0,neutral
2393,salman a a intezar idhar? for you ?,0,neutral
2394,aajo zi ab,0,neutral
2395,we do not do it every day during ramadan,0,neutral
2396,"7.10, it has been done :(",-0.4404,negative
2397,why would you pray,0.3182,positive
2398,aab to aa jao jnb apps today,0,neutral
2399,"when you speak, i will not come from jong phub",0,neutral
2400,it is 4:11. when will you come,0,neutral
2401,"why are you saying app, hum people have to be chicken then they are not?",0,neutral
2402,call it all together.,0,neutral
2403,hlpkrdo mri plzz bhai,0,neutral
2404,that is brother-in-law. ~~,0,neutral
2405,that&#39;s all there is to it,0,neutral
2406,what should be done?,0,neutral
2407,and keep up the muslim fast,0,neutral
2408,this is the old man of salman khan. latte aanp,0,neutral
2409,"i&#39;m not sure if this is a good idea, but i&#39;m not sure if this is a good idea.",0.4359,positive
2410,what a mess,-0.3612,negative
2411,it is domineering,0,neutral
2412,still need to know,0,neutral
2413,i have my own bottle,0,neutral
2414,"salman bhai, i have spoken to my gf, please don&#39;t say hello in 2 times, i am happy with him.",0.7184,positive
2415,dhoke deya bhaijaan,0,neutral
2416,how are you in the heart of hell?,-0.1027,negative
2417,pawan kumhan abhi toh ajao,0,neutral
2418,where are you,0,neutral
2419,"if you have any questions, please feel free to contact me.",0.6808,positive
2420,are you ok bodhya is becoming shodya,0.296,positive
2421,"waiting is not good, brother. brother only",-0.3412,negative
2422,the brothers are amazing,0.5859,positive
2423,try someone from whom you will get married,0,neutral
2424,plz pakistan sis cais behjon,0.0772,positive
2425,did you know all of them by their salutations?,0,neutral
2426,b b k cray,0,neutral
2427,it is vaijankh,0,neutral
2428,come on. you must be stuck in a rut,-0.25,negative
2429,lui u sally..:-*,0,neutral
2430,sallu bhai e amvv4r bjrangi bhaijan.,0,neutral
2431,why don&#39;t you do your own thing ??,0,neutral
2432,"come on, don&#39;t go back",0,neutral
2433,salman bahir and best,0.6369,positive
2434,why is your ghee slow?,0,neutral
2435,hello sir salmanji itn late kyu ho rah hai plz jalli reply kli plz i mwaiting for ur response,0.1531,positive
2436,i don&#39;t know what to do.,0,neutral
2437,salman best of lu ck for bajrangi bhaijan.,0.6369,positive
2438,4:00 pm only,0,neutral
2439,hurry up,0,neutral
2440,salman khan is still alive,0.3818,positive
2441,salman will not come,0,neutral
2442,your friend,0.4939,positive
2443,"in fact, your worst friend is the world main and jodhpur",-0.2263,negative
2444,whose answer is it?,0,neutral
2445,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ...,0,neutral
2446,are you all in love?,0.6369,positive
2447,we have given love,0.6369,positive
2448,aid k flay realesse mtn sir ja4,0,neutral
2449,lubu bbay,0,neutral
2450,"my brother-in-law, i have to see how much i have to spend. :)",0.4588,positive
2451,sorreya frndashe bhi nahi sakte,0,neutral
2452,to put in the 2-4 gfside to think about what the above has given to the human being.,0,neutral
2453,what good is a web site if it simply &quot;blends in&quot; with everything else out there?,0.4404,positive
2454,"भैइ जान् वैतिन्ग् फ़्र् ऊ॥: (: (: (: (: (:,), (:,",0.9153,positive
2455,"bhaiya u lukinso superb atmoye bajrangi bhaijan ,, aise hi hamesh hum fans ko pyaar date rahe. itna hi kafi hai mere liye.",0.6249,positive
2456,apni liye toh sab jeth hai dusra kai liye jin wil koh farist hai hai,0,neutral
2457,"if you have been outbid, you have the opportunity to continue bidding.",0.4215,positive
2458,not at all,0,neutral
2459,abhi tk kyu nhi aaye aap salman sir ?? $$ diyeingto tlc to u,0,neutral
2460,3.30 to 7.00 9.00 to 7.30 on ha ha nhi,0.5859,positive
2461,i am tired of the omnipotent method,-0.4404,negative
2462,aslam o alekumvai iam from pakistan kiya up bajrangi bhai jank liye pakistan an pasand krangyi,0,neutral
2463,hloo salu bhai.,0,neutral
2464,bhai mere se exk,0,neutral
2465,even those who love you so much,0.6369,positive
2466,how are you,0,neutral
2467,i did not expect this from you,0,neutral
2468,salman bhai plz ekbar muje c alla karo 7048830072 plz plz bhai fir muje moutvi aa jaye gi to chaleg bhai,0.2263,positive
2469,"hey sallu, why are you so slow ??",0,neutral
2470,bhai jaan plzzc ome,0,neutral
2471,"my husband lives in bombay, he only helped himself and helped his wife and husband.",0,neutral
2472,you are giving a shot to chotey bhai,0.34,positive
2473,wake up. 4.13 p.m.,0,neutral
2474,sayyidbhai bz honge isliye ni aaye bhaijan aayenge jarur akbar bhaijanne c ommitment kardi to kardi,0.1027,positive
